BUKRS,BELNR,GJAHR,BUZEI,BSCHL,HKONT,LIFNR,DMBTR,WRBTR,SHKZG,ZFBDT,AUGDT
2000,1900000945,2024,002,40,400000,,10391.94,10391.94,S,2024-01-20,2024-03-28
1000,1900000946,2025,001,31,200000,100019,5486.48,5486.48,H,2025-12-18,2026-01-03
1000,1900000946,2025,002,40,410000,,5486.48,5486.48,S,2025-12-18,2026-01-03
1000,1900000947,2025,001,31,200000,100053,10882.57,10882.57,H,2024-03-16,
1000,1900000947,2025,002,40,410000,,10882.57,10882.57,S,2024-03-16,
2000,1900000948,2025,001,31,200000,100046,5661.42,5661.42,H,2024-12-16,2025-02-21
2000,1900000948,2025,002,40,430000,,5661.42,5661.42,S,2024-12-16,2025-02-21
1000,1900000949,2024,001,31,200000,100000,17192.44,17192.44,H,2024-07-15,
1000,1900000949,2024,002,40,470000,,17192.44,17192.44,S,2024-07-15,
3000,1900000950,2024,001,31,200000,100022,19394.13,19394.13,H,2025-04-22,
3000,1900000950,2024,002,40,430000,,19394.13,19394.13,S,2025-04-22,
2000,1900000951,2024,001,31,200000,100026,3600.73,3600.73,H,2025-07-09,
2000,1900000951,2024,002,40,400000,,3600.73,3600.73,S,2025-07-09,
2000,1900000952,2025,001,31,200000,100055,3413.84,3413.84,H,2025-01-18,2025-02-04
2000,1900000952,2025,002,40,460000,,3413.84,3413.84,S,2025-01-18,2025-02-04
3000,1900000953,2025,001,31,200000,100002,7604.51,7604.51,H,2025-04-09,
3000,1900000953,2025,002,40,480000,,7604.51,7604.51,S,2025-04-09,
2000,1900000954,2025,001,31,200000,100021,9132.61,9132.61,H,2024-09-07,2024-10-23
2000,1900000954,2025,002,40,400000,,9132.61,9132.61,S,2024-09-07,2024-10-23
3000,1900000955,2024,001,31,200000,100033,14473.23,14473.23,H,2024-12-03,2025-01-19
3000,1900000955,2024,002,40,430000,,14473.23,14473.23,S,2024-12-03,2025-01-19
2000,1900000956,2025,001,31,200000,100044,15966.25,15966.25,H,2025-03-31,
2000,1900000956,2025,002,40,470000,,15966.25,15966.25,S,2025-03-31,
3000,1900000957,2025,001,31,200000,100057,8770.47,8770.47,H,2024-02-09,2024-02-16
3000,1900000957,2025,002,40,430000,,8770.47,8770.47,S,2024-02-09,2024-02-16
2000,1900000958,2025,001,31,200000,100032,477.12,477.12,H,2025-12-21,2026-01-07
2000,1900000958,2025,002,40,460000,,477.12,477.12,S,2025-12-21,2026-01-07
2000,1900000959,2025,001,31,200000,100049,8181.47,8181.47,H,2024-09-28,
2000,1900000959,2025,002,40,470000,,8181.47,8181.47,S,2024-09-28,
1000,1900000960,2025,001,31,200000,100058,20644.42,20644.42,H,2025-07-05,2025-08-16
1000,1900000960,2025,002,40,420000,,20644.42,20644.42,S,2025-07-05,2025-08-16
2000,1900000961,2025,001,31,200000,100002,23178.37,23178.37,H,2024-09-23,2024-10-08
2000,1900000961,2025,002,40,450000,,23178.37,23178.37,S,2024-09-23,2024-10-08
1000,1900000962,2025,001,31,200000,100026,12211.77,12211.77,H,2024-12-02,2024-12-08
1000,1900000962,2025,002,40,420000,,12211.77,12211.77,S,2024-12-02,2024-12-08
2000,1900000963,2024,001,31,200000,100059,12560.68,12560.68,H,2025-02-12,
2000,1900000963,2024,002,40,430000,,12560.68,12560.68,S,2025-02-12,
3000,1900000964,2025,001,31,200000,100058,5757.1,5757.1,H,2024-01-25,
3000,1900000964,2025,002,40,410000,,5757.1,5757.1,S,2024-01-25,
2000,1900000965,2025,001,31,200000,100018,15802.83,15802.83,H,2024-12-28,
2000,1900000965,2025,002,40,470000,,15802.83,15802.83,S,2024-12-28,
1000,1900000966,2025,001,31,200000,100031,23845.14,23845.14,H,2024-09-19,2024-10-26
1000,1900000966,2025,002,40,400000,,23845.14,23845.14,S,2024-09-19,2024-10-26
1000,1900000967,2024,001,31,200000,100047,1127.77,1127.77,H,2024-02-13,
1000,1900000967,2024,002,40,460000,,1127.77,1127.77,S,2024-02-13,
2000,1900000968,2025,001,31,200000,100013,11656.66,11656.66,H,2024-09-18,2024-10-20
2000,1900000968,2025,002,40,440000,,11656.66,11656.66,S,2024-09-18,2024-10-20
3000,1900000969,2025,001,31,200000,100049,4425.82,4425.82,H,2025-03-29,2025-05-09
3000,1900000969,2025,002,40,480000,,4425.82,4425.82,S,2025-03-29,2025-05-09
3000,1900000970,2025,001,31,200000,100019,10739.97,10739.97,H,2024-10-18,
3000,1900000970,2025,002,40,460000,,10739.97,10739.97,S,2024-10-18,
1000,1900000971,2024,001,31,200000,100050,1180.16,1180.16,H,2024-07-20,2024-09-05
1000,1900000971,2024,002,40,410000,,1180.16,1180.16,S,2024-07-20,2024-09-05
2000,1900000972,2025,001,31,200000,100019,16756.17,16756.17,H,2024-04-25,
2000,1900000972,2025,002,40,460000,,16756.17,16756.17,S,2024-04-25,
1000,1900000973,2024,001,31,200000,100012,1684.98,1684.98,H,2025-11-06,2025-12-28
1000,1900000973,2024,002,40,450000,,1684.98,1684.98,S,2025-11-06,2025-12-28
3000,1900000974,2024,001,31,200000,100047,8587.32,8587.32,H,2024-09-03,
3000,1900000974,2024,002,40,410000,,8587.32,8587.32,S,2024-09-03,
2000,1900000975,2024,001,31,200000,100033,10934.37,10934.37,H,2024-03-18,
2000,1900000975,2024,002,40,470000,,10934.37,10934.37,S,2024-03-18,
1000,1900000976,2025,001,31,200000,100056,21976.74,21976.74,H,2025-11-11,2025-11-28
1000,1900000976,2025,002,40,400000,,21976.74,21976.74,S,2025-11-11,2025-11-28
2000,1900000977,2025,001,31,200000,100008,17574.6,17574.6,H,2024-08-23,
2000,1900000977,2025,002,40,470000,,17574.6,17574.6,S,2024-08-23,
1000,1900000978,2024,001,31,200000,100054,7820.77,7820.77,H,2024-06-17,2024-08-13
1000,1900000978,2024,002,40,480000,,7820.77,7820.77,S,2024-06-17,2024-08-13
2000,1900000979,2025,001,31,200000,100055,14924.12,14924.12,H,2024-10-14,
2000,1900000979,2025,002,40,480000,,14924.12,14924.12,S,2024-10-14,
2000,1900000980,2025,001,31,200000,100049,17142.96,17142.96,H,2024-07-05,
2000,1900000980,2025,002,40,480000,,17142.96,17142.96,S,2024-07-05,
1000,1900000981,2024,001,31,200000,100044,21433.16,21433.16,H,2024-03-09,2024-05-09
1000,1900000981,2024,002,40,420000,,21433.16,21433.16,S,2024-03-09,2024-05-09
1000,1900000982,2025,001,31,200000,100047,7120.33,7120.33,H,2025-12-05,2025-12-30
1000,1900000982,2025,002,40,470000,,7120.33,7120.33,S,2025-12-05,2025-12-30
1000,1900000983,2025,001,31,200000,100030,17996.11,17996.11,H,2025-08-11,
1000,1900000983,2025,002,40,440000,,17996.11,17996.11,S,2025-08-11,
3000,1900000984,2025,001,31,200000,100057,696.38,696.38,H,2025-08-14,
3000,1900000984,2025,002,40,440000,,696.38,696.38,S,2025-08-14,
2000,1900000985,2024,001,31,200000,100044,22446.61,22446.61,H,2025-07-13,
2000,1900000985,2024,002,40,420000,,22446.61,22446.61,S,2025-07-13,
3000,1900000986,2025,001,31,200000,100024,21106.42,21106.42,H,2025-08-01,2025-08-08
3000,1900000986,2025,002,40,470000,,21106.42,21106.42,S,2025-08-01,2025-08-08
1000,1900000987,2024,001,31,200000,100044,16037.27,16037.27,H,2025-02-15,2025-04-14
1000,1900000987,2024,002,40,440000,,16037.27,16037.27,S,2025-02-15,2025-04-14
2000,1900000988,2025,001,31,200000,100027,13372.05,13372.05,H,2024-08-01,
2000,1900000988,2025,002,40,440000,,13372.05,13372.05,S,2024-08-01,
1000,1900000989,2024,001,31,200000,100056,2670.47,2670.47,H,2024-04-28,2024-05-18
1000,1900000989,2024,002,40,460000,,2670.47,2670.47,S,2024-04-28,2024-05-18
1000,1900000990,2025,001,31,200000,100018,7803.96,7803.96,H,2025-08-11,2025-10-13
1000,1900000990,2025,002,40,460000,,7803.96,7803.96,S,2025-08-11,2025-10-13
2000,1900000991,2025,001,31,200000,100006,17363.39,17363.39,H,2025-02-13,
2000,1900000991,2025,002,40,410000,,17363.39,17363.39,S,2025-02-13,
1000,1900000992,2024,001,31,200000,100033,9637.59,9637.59,H,2025-01-09,
1000,1900000992,2024,002,40,450000,,9637.59,9637.59,S,2025-01-09,
3000,1900000993,2025,001,31,200000,100029,3007.95,3007.95,H,2025-09-18,2025-11-25
3000,1900000993,2025,002,40,400000,,3007.95,3007.95,S,2025-09-18,2025-11-25
1000,1900000994,2025,001,31,200000,100017,8100.26,8100.26,H,2025-03-09,
1000,1900000994,2025,002,40,450000,,8100.26,8100.26,S,2025-03-09,
1000,1900000995,2025,001,31,200000,100004,14862.11,14862.11,H,2024-08-10,2024-10-07
1000,1900000995,2025,002,40,470000,,14862.11,14862.11,S,2024-08-10,2024-10-07
1000,1900000996,2025,001,31,200000,100026,12041.21,12041.21,H,2024-10-14,2024-11-02
1000,1900000996,2025,002,40,440000,,12041.21,12041.21,S,2024-10-14,2024-11-02
2000,1900000997,2024,001,31,200000,100028,23627.08,23627.08,H,2025-04-09,
2000,1900000997,2024,002,40,450000,,23627.08,23627.08,S,2025-04-09,
2000,1900000998,2025,001,31,200000,100002,9127.39,9127.39,H,2025-12-14,2026-01-20
2000,1900000998,2025,002,40,440000,,9127.39,9127.39,S,2025-12-14,2026-01-20
3000,1900000999,2025,001,31,200000,100046,15650.06,15650.06,H,2025-10-02,2025-12-04
3000,1900000999,2025,002,40,450000,,15650.06,15650.06,S,2025-10-02,2025-12-04
2000,1900001000,2024,001,31,200000,100028,12367.16,12367.16,H,2025-10-08,2025-11-16
2000,1900001000,2024,002,40,480000,,12367.16,12367.16,S,2025-10-08,2025-11-16
2000,1900001001,2024,001,31,200000,100054,16793.78,16793.78,H,2024-12-15,2025-02-10
2000,1900001001,2024,002,40,430000,,16793.78,16793.78,S,2024-12-15,2025-02-10
3000,1900001002,2025,001,31,200000,100009,24294.67,24294.67,H,2025-12-09,
3000,1900001002,2025,002,40,450000,,24294.67,24294.67,S,2025-12-09,
3000,1900001003,2025,001,31,200000,100035,19552.6,19552.6,H,2024-12-16,2025-01-10
3000,1900001003,2025,002,40,470000,,19552.6,19552.6,S,2024-12-16,2025-01-10
2000,1900001004,2025,001,31,200000,100054,15700.68,15700.68,H,2024-05-17,2024-06-09
2000,1900001004,2025,002,40,470000,,15700.68,15700.68,S,2024-05-17,2024-06-09
1000,1900001005,2025,001,31,200000,100014,22042.18,22042.18,H,2025-11-23,2026-01-01
1000,1900001005,2025,002,40,420000,,22042.18,22042.18,S,2025-11-23,2026-01-01
3000,1900001006,2025,001,31,200000,100011,766.7,766.7,H,2025-03-15,2025-05-13
3000,1900001006,2025,002,40,480000,,766.7,766.7,S,2025-03-15,2025-05-13
2000,1900001007,2025,001,31,200000,100037,10992.44,10992.44,H,2024-07-13,2024-08-20
2000,1900001007,2025,002,40,480000,,10992.44,10992.44,S,2024-07-13,2024-08-20
1000,1900001008,2025,001,31,200000,100038,5074.34,5074.34,H,2025-09-08,2025-09-20
1000,1900001008,2025,002,40,470000,,5074.34,5074.34,S,2025-09-08,2025-09-20
1000,1900001009,2025,001,31,200000,100047,9001.2,9001.2,H,2024-04-18,2024-06-21
1000,1900001009,2025,002,40,480000,,9001.2,9001.2,S,2024-04-18,2024-06-21
2000,1900001010,2024,001,31,200000,100022,10617.86,10617.86,H,2025-05-17,
2000,1900001010,2024,002,40,410000,,10617.86,10617.86,S,2025-05-17,
3000,1900001011,2024,001,31,200000,100020,10822.51,10822.51,H,2024-07-21,
3000,1900001011,2024,002,40,470000,,10822.51,10822.51,S,2024-07-21,
2000,1900001012,2024,001,31,200000,100011,8737.86,8737.86,H,2025-09-14,
2000,1900001012,2024,002,40,410000,,8737.86,8737.86,S,2025-09-14,
1000,1900001013,2024,001,31,200000,100020,1737.06,1737.06,H,2025-05-06,2025-05-29
1000,1900001013,2024,002,40,430000,,1737.06,1737.06,S,2025-05-06,2025-05-29
3000,1900001014,2024,001,31,200000,100002,13192.37,13192.37,H,2024-02-17,
3000,1900001014,2024,002,40,440000,,13192.37,13192.37,S,2024-02-17,
3000,1900001015,2025,001,31,200000,100026,5370.81,5370.81,H,2024-01-20,2024-03-03
3000,1900001015,2025,002,40,430000,,5370.81,5370.81,S,2024-01-20,2024-03-03
3000,1900001016,2025,001,31,200000,100050,21539.36,21539.36,H,2025-03-22,
3000,1900001016,2025,002,40,440000,,21539.36,21539.36,S,2025-03-22,
2000,1900001017,2024,001,31,200000,100027,2439.12,2439.12,H,2025-07-19,2025-09-07
2000,1900001017,2024,002,40,410000,,2439.12,2439.12,S,2025-07-19,2025-09-07
3000,1900001018,2025,001,31,200000,100032,21206.84,21206.84,H,2024-07-01,2024-08-08
3000,1900001018,2025,002,40,400000,,21206.84,21206.84,S,2024-07-01,2024-08-08
3000,1900001019,2024,001,31,200000,100052,4061.11,4061.11,H,2024-04-23,2024-05-10
3000,1900001019,2024,002,40,440000,,4061.11,4061.11,S,2024-04-23,2024-05-10
3000,1900001020,2025,001,31,200000,100014,2578.03,2578.03,H,2025-08-29,
3000,1900001020,2025,002,40,420000,,2578.03,2578.03,S,2025-08-29,
2000,1900001021,2025,001,31,200000,100026,20377.31,20377.31,H,2024-08-28,2024-09-09
2000,1900001021,2025,002,40,450000,,20377.31,20377.31,S,2024-08-28,2024-09-09
2000,1900001022,2025,001,31,200000,100058,10931.29,10931.29,H,2025-03-23,2025-04-16
2000,1900001022,2025,002,40,430000,,10931.29,10931.29,S,2025-03-23,2025-04-16
1000,1900001023,2025,001,31,200000,100047,14029.09,14029.09,H,2024-10-25,
1000,1900001023,2025,002,40,470000,,14029.09,14029.09,S,2024-10-25,
1000,1900001024,2025,001,31,200000,100037,22151.46,22151.46,H,2025-11-28,
1000,1900001024,2025,002,40,420000,,22151.46,22151.46,S,2025-11-28,
2000,1900001025,2025,001,31,200000,100050,11956.31,11956.31,H,2025-01-30,2025-03-15
2000,1900001025,2025,002,40,480000,,11956.31,11956.31,S,2025-01-30,2025-03-15
2000,1900001026,2025,001,31,200000,100010,6242.28,6242.28,H,2024-02-29,2024-03-27
2000,1900001026,2025,002,40,470000,,6242.28,6242.28,S,2024-02-29,2024-03-27
3000,1900001027,2025,001,31,200000,100047,24887.0,24887.0,H,2025-12-01,2025-12-15
3000,1900001027,2025,002,40,460000,,24887.0,24887.0,S,2025-12-01,2025-12-15
1000,1900001028,2024,001,31,200000,100028,5107.12,5107.12,H,2024-12-05,2024-12-28
1000,1900001028,2024,002,40,440000,,5107.12,5107.12,S,2024-12-05,2024-12-28
3000,1900001029,2025,001,31,200000,100010,16954.22,16954.22,H,2025-10-12,2025-11-17
3000,1900001029,2025,002,40,470000,,16954.22,16954.22,S,2025-10-12,2025-11-17
1000,1900001030,2024,001,31,200000,100038,11641.9,11641.9,H,2025-07-30,2025-09-03
1000,1900001030,2024,002,40,480000,,11641.9,11641.9,S,2025-07-30,2025-09-03
2000,1900001031,2025,001,31,200000,100027,21543.24,21543.24,H,2025-08-08,
2000,1900001031,2025,002,40,420000,,21543.24,21543.24,S,2025-08-08,
3000,1900001032,2025,001,31,200000,100024,4310.39,4310.39,H,2025-03-25,2025-05-01
3000,1900001032,2025,002,40,470000,,4310.39,4310.39,S,2025-03-25,2025-05-01
3000,1900001033,2025,001,31,200000,100044,1489.83,1489.83,H,2025-09-23,
3000,1900001033,2025,002,40,460000,,1489.83,1489.83,S,2025-09-23,
1000,1900001034,2025,001,31,200000,100004,9553.43,9553.43,H,2024-06-22,2024-08-14
1000,1900001034,2025,002,40,450000,,9553.43,9553.43,S,2024-06-22,2024-08-14
2000,1900001035,2025,001,31,200000,100034,18642.66,18642.66,H,2024-10-15,2024-10-29
2000,1900001035,2025,002,40,480000,,18642.66,18642.66,S,2024-10-15,2024-10-29
2000,1900001036,2024,001,31,200000,100054,6744.04,6744.04,H,2024-10-19,2024-10-25
2000,1900001036,2024,002,40,470000,,6744.04,6744.04,S,2024-10-19,2024-10-25
1000,1900001037,2024,001,31,200000,100046,14959.52,14959.52,H,2024-03-12,2024-04-17
1000,1900001037,2024,002,40,430000,,14959.52,14959.52,S,2024-03-12,2024-04-17
1000,1900001038,2024,001,31,200000,100058,9237.44,9237.44,H,2024-07-06,2024-07-23
1000,1900001038,2024,002,40,440000,,9237.44,9237.44,S,2024-07-06,2024-07-23
1000,1900001039,2024,001,31,200000,100047,943.11,943.11,H,2025-01-03,2025-02-24
1000,1900001039,2024,002,40,430000,,943.11,943.11,S,2025-01-03,2025-02-24
1000,1900001040,2024,001,31,200000,100036,22080.03,22080.03,H,2024-03-22,2024-05-31
1000,1900001040,2024,002,40,440000,,22080.03,22080.03,S,2024-03-22,2024-05-31
3000,1900001041,2024,001,31,200000,100043,20352.79,20352.79,H,2024-08-18,2024-08-28
3000,1900001041,2024,002,40,410000,,20352.79,20352.79,S,2024-08-18,2024-08-28
3000,1900001042,2025,001,31,200000,100008,4925.84,4925.84,H,2024-10-12,2024-12-13
3000,1900001042,2025,002,40,450000,,4925.84,4925.84,S,2024-10-12,2024-12-13
1000,1900001043,2025,001,31,200000,100036,368.93,368.93,H,2025-05-27,2025-07-27
1000,1900001043,2025,002,40,430000,,368.93,368.93,S,2025-05-27,2025-07-27
2000,1900001044,2024,001,31,200000,100024,20319.86,20319.86,H,2025-09-04,2025-09-19
2000,1900001044,2024,002,40,400000,,20319.86,20319.86,S,2025-09-04,2025-09-19
2000,1900001045,2025,001,31,200000,100017,4460.76,4460.76,H,2024-10-27,
2000,1900001045,2025,002,40,480000,,4460.76,4460.76,S,2024-10-27,
2000,1900001046,2025,001,31,200000,100040,16996.23,16996.23,H,2024-06-17,
2000,1900001046,2025,002,40,400000,,16996.23,16996.23,S,2024-06-17,
3000,1900001047,2024,001,31,200000,100029,8499.06,8499.06,H,2025-06-23,2025-08-21
3000,1900001047,2024,002,40,460000,,8499.06,8499.06,S,2025-06-23,2025-08-21
3000,1900001048,2024,001,31,200000,100034,21408.28,21408.28,H,2025-10-29,2025-12-07
3000,1900001048,2024,002,40,430000,,21408.28,21408.28,S,2025-10-29,2025-12-07
1000,1900001049,2025,001,31,200000,100019,20751.04,20751.04,H,2024-02-14,
1000,1900001049,2025,002,40,480000,,20751.04,20751.04,S,2024-02-14,
1000,1900001050,2025,001,31,200000,100007,8606.25,8606.25,H,2024-02-05,
1000,1900001050,2025,002,40,450000,,8606.25,8606.25,S,2024-02-05,
1000,1900001051,2024,001,31,200000,100047,2990.14,2990.14,H,2024-03-17,2024-05-13
1000,1900001051,2024,002,40,400000,,2990.14,2990.14,S,2024-03-17,2024-05-13
2000,1900001052,2025,001,31,200000,100005,15090.55,15090.55,H,2025-05-11,
2000,1900001052,2025,002,40,440000,,15090.55,15090.55,S,2025-05-11,
3000,1900001053,2025,001,31,200000,100050,15252.4,15252.4,H,2025-05-24,2025-07-09
3000,1900001053,2025,002,40,440000,,15252.4,15252.4,S,2025-05-24,2025-07-09
1000,1900001054,2025,001,31,200000,100056,3911.79,3911.79,H,2024-12-09,2024-12-15
1000,1900001054,2025,002,40,440000,,3911.79,3911.79,S,2024-12-09,2024-12-15
1000,1900001055,2024,001,31,200000,100051,18976.62,18976.62,H,2025-02-16,2025-03-26
1000,1900001055,2024,002,40,480000,,18976.62,18976.62,S,2025-02-16,2025-03-26
1000,1900001056,2025,001,31,200000,100036,21347.8,21347.8,H,2025-05-20,2025-06-14
1000,1900001056,2025,002,40,470000,,21347.8,21347.8,S,2025-05-20,2025-06-14
1000,1900001057,2024,001,31,200000,100021,14131.57,14131.57,H,2024-04-30,2024-05-17
1000,1900001057,2024,002,40,460000,,14131.57,14131.57,S,2024-04-30,2024-05-17
1000,1900001058,2024,001,31,200000,100047,23691.81,23691.81,H,2025-07-23,2025-09-08
1000,1900001058,2024,002,40,450000,,23691.81,23691.81,S,2025-07-23,2025-09-08
2000,1900001059,2024,001,31,200000,100002,10157.04,10157.04,H,2025-07-25,2025-09-16
2000,1900001059,2024,002,40,450000,,10157.04,10157.04,S,2025-07-25,2025-09-16
1000,1900001060,2024,001,31,200000,100019,7384.36,7384.36,H,2024-10-09,2024-11-18
1000,1900001060,2024,002,40,420000,,7384.36,7384.36,S,2024-10-09,2024-11-18
1000,1900001061,2025,001,31,200000,100046,18768.25,18768.25,H,2024-09-24,2024-10-01
1000,1900001061,2025,002,40,480000,,18768.25,18768.25,S,2024-09-24,2024-10-01
1000,1900001062,2024,001,31,200000,100026,1806.98,1806.98,H,2024-12-20,2025-01-23
1000,1900001062,2024,002,40,470000,,1806.98,1806.98,S,2024-12-20,2025-01-23
2000,1900001063,2025,001,31,200000,100016,10385.53,10385.53,H,2025-03-02,
2000,1900001063,2025,002,40,470000,,10385.53,10385.53,S,2025-03-02,
2000,1900001064,2024,001,31,200000,100046,10392.32,10392.32,H,2024-09-17,2024-11-25
2000,1900001064,2024,002,40,410000,,10392.32,10392.32,S,2024-09-17,2024-11-25
2000,1900001065,2024,001,31,200000,100029,24401.1,24401.1,H,2024-01-09,2024-01-24
2000,1900001065,2024,002,40,470000,,24401.1,24401.1,S,2024-01-09,2024-01-24
1000,1900001066,2024,001,31,200000,100029,2129.66,2129.66,H,2025-03-19,
1000,1900001066,2024,002,40,460000,,2129.66,2129.66,S,2025-03-19,
1000,1900001067,2025,001,31,200000,100018,23310.77,23310.77,H,2024-06-11,2024-08-14
1000,1900001067,2025,002,40,460000,,23310.77,23310.77,S,2024-06-11,2024-08-14
1000,1900001068,2025,001,31,200000,100009,7959.65,7959.65,H,2025-11-30,
1000,1900001068,2025,002,40,470000,,7959.65,7959.65,S,2025-11-30,
1000,1900001069,2024,001,31,200000,100015,19954.04,19954.04,H,2024-02-08,2024-02-23
1000,1900001069,2024,002,40,470000,,19954.04,19954.04,S,2024-02-08,2024-02-23
1000,1900001070,2025,001,31,200000,100047,18616.19,18616.19,H,2024-04-28,2024-05-03
1000,1900001070,2025,002,40,470000,,18616.19,18616.19,S,2024-04-28,2024-05-03
2000,1900001071,2024,001,31,200000,100006,12771.21,12771.21,H,2024-09-14,2024-11-04
2000,1900001071,2024,002,40,470000,,12771.21,12771.21,S,2024-09-14,2024-11-04
2000,1900001072,2024,001,31,200000,100001,23040.23,23040.23,H,2025-10-05,2025-10-15
2000,1900001072,2024,002,40,460000,,23040.23,23040.23,S,2025-10-05,2025-10-15
3000,1900001073,2024,001,31,200000,100021,15181.98,15181.98,H,2025-12-05,
3000,1900001073,2024,002,40,420000,,15181.98,15181.98,S,2025-12-05,
3000,1900001074,2025,001,31,200000,100008,21630.54,21630.54,H,2024-11-06,
3000,1900001074,2025,002,40,400000,,21630.54,21630.54,S,2024-11-06,
1000,1900001075,2025,001,31,200000,100006,9187.03,9187.03,H,2024-06-03,2024-06-30
1000,1900001075,2025,002,40,450000,,9187.03,9187.03,S,2024-06-03,2024-06-30
1000,1900001076,2024,001,31,200000,100019,10686.05,10686.05,H,2024-08-16,2024-09-25
1000,1900001076,2024,002,40,400000,,10686.05,10686.05,S,2024-08-16,2024-09-25
3000,1900001077,2025,001,31,200000,100030,4430.33,4430.33,H,2025-08-13,2025-10-01
3000,1900001077,2025,002,40,440000,,4430.33,4430.33,S,2025-08-13,2025-10-01
2000,1900001078,2024,001,31,200000,100018,21980.76,21980.76,H,2025-04-26,2025-05-04
2000,1900001078,2024,002,40,410000,,21980.76,21980.76,S,2025-04-26,2025-05-04
3000,1900001079,2025,001,31,200000,100022,18932.48,18932.48,H,2024-06-20,2024-07-02
3000,1900001079,2025,002,40,480000,,18932.48,18932.48,S,2024-06-20,2024-07-02
1000,1900001080,2024,001,31,200000,100046,13584.98,13584.98,H,2024-01-19,
1000,1900001080,2024,002,40,470000,,13584.98,13584.98,S,2024-01-19,
1000,1900001081,2025,001,31,200000,100014,21899.87,21899.87,H,2024-03-15,
1000,1900001081,2025,002,40,400000,,21899.87,21899.87,S,2024-03-15,
1000,1900001082,2025,001,31,200000,100041,1744.26,1744.26,H,2024-09-06,2024-10-24
1000,1900001082,2025,002,40,450000,,1744.26,1744.26,S,2024-09-06,2024-10-24
3000,1900001083,2025,001,31,200000,100035,3256.59,3256.59,H,2024-04-20,2024-06-12
3000,1900001083,2025,002,40,410000,,3256.59,3256.59,S,2024-04-20,2024-06-12
3000,1900001084,2025,001,31,200000,100007,10265.56,10265.56,H,2024-06-08,2024-07-27
3000,1900001084,2025,002,40,480000,,10265.56,10265.56,S,2024-06-08,2024-07-27
2000,1900001085,2024,001,31,200000,100025,21425.84,21425.84,H,2024-07-19,
2000,1900001085,2024,002,40,450000,,21425.84,21425.84,S,2024-07-19,
2000,1900001086,2025,001,31,200000,100050,12306.78,12306.78,H,2025-01-23,2025-02-04
2000,1900001086,2025,002,40,420000,,12306.78,12306.78,S,2025-01-23,2025-02-04
3000,1900001087,2024,001,31,200000,100050,1340.81,1340.81,H,2024-10-11,2024-10-18
3000,1900001087,2024,002,40,460000,,1340.81,1340.81,S,2024-10-11,2024-10-18
3000,1900001088,2024,001,31,200000,100039,14066.91,14066.91,H,2025-09-22,2025-10-23
3000,1900001088,2024,002,40,480000,,14066.91,14066.91,S,2025-09-22,2025-10-23
2000,1900001089,2025,001,31,200000,100019,15972.78,15972.78,H,2025-07-03,
2000,1900001089,2025,002,40,410000,,15972.78,15972.78,S,2025-07-03,
3000,1900001090,2024,001,31,200000,100046,310.75,310.75,H,2024-02-27,2024-04-09
3000,1900001090,2024,002,40,480000,,310.75,310.75,S,2024-02-27,2024-04-09
3000,1900001091,2025,001,31,200000,100031,18930.11,18930.11,H,2024-09-08,2024-10-12
3000,1900001091,2025,002,40,400000,,18930.11,18930.11,S,2024-09-08,2024-10-12
1000,1900001092,2024,001,31,200000,100028,5783.6,5783.6,H,2025-03-16,2025-05-13
1000,1900001092,2024,002,40,400000,,5783.6,5783.6,S,2025-03-16,2025-05-13
2000,1900001093,2025,001,31,200000,100055,12513.18,12513.18,H,2025-12-19,
2000,1900001093,2025,002,40,440000,,12513.18,12513.18,S,2025-12-19,
1000,1900001094,2025,001,31,200000,100059,11863.7,11863.7,H,2025-12-01,2025-12-06
1000,1900001094,2025,002,40,440000,,11863.7,11863.7,S,2025-12-01,2025-12-06
3000,1900001095,2024,001,31,200000,100057,15959.22,15959.22,H,2025-09-17,2025-10-23
3000,1900001095,2024,002,40,400000,,15959.22,15959.22,S,2025-09-17,2025-10-23
2000,1900001096,2024,001,31,200000,100003,16440.37,16440.37,H,2024-05-12,2024-06-06
2000,1900001096,2024,002,40,470000,,16440.37,16440.37,S,2024-05-12,2024-06-06
2000,1900001097,2024,001,31,200000,100035,308.7,308.7,H,2024-04-27,2024-05-08
2000,1900001097,2024,002,40,450000,,308.7,308.7,S,2024-04-27,2024-05-08
2000,1900001098,2025,001,31,200000,100014,22396.58,22396.58,H,2024-02-21,2024-04-07
2000,1900001098,2025,002,40,470000,,22396.58,22396.58,S,2024-02-21,2024-04-07
1000,1900001099,2024,001,31,200000,100010,12796.98,12796.98,H,2024-08-06,
1000,1900001099,2024,002,40,440000,,12796.98,12796.98,S,2024-08-06,
3000,1900001100,2024,001,31,200000,100029,4165.86,4165.86,H,2024-01-28,
3000,1900001100,2024,002,40,450000,,4165.86,4165.86,S,2024-01-28,
3000,1900001101,2024,001,31,200000,100016,8005.4,8005.4,H,2024-06-18,
3000,1900001101,2024,002,40,450000,,8005.4,8005.4,S,2024-06-18,
1000,1900001102,2024,001,31,200000,100007,2009.56,2009.56,H,2025-07-05,2025-07-17
1000,1900001102,2024,002,40,410000,,2009.56,2009.56,S,2025-07-05,2025-07-17
2000,1900001103,2024,001,31,200000,100016,2199.39,2199.39,H,2024-09-18,2024-11-27
2000,1900001103,2024,002,40,470000,,2199.39,2199.39,S,2024-09-18,2024-11-27
