MBLNR,MJAHR,BLDAT,BUDAT
5000001269,2025,2025-12-18,2025-12-19
5000001270,2025,2025-05-08,2025-05-08
5000001271,2025,2024-03-11,2024-03-13
5000001272,2025,2024-11-08,2024-11-10
5000001273,2025,2024-10-01,2024-10-03
5000001274,2025,2024-03-19,2024-03-22
5000001275,2024,2025-06-07,2025-06-10
5000001276,2025,2025-09-29,2025-10-02
5000001277,2024,2024-10-26,2024-10-26
5000001278,2025,2025-05-23,2025-05-24
5000001279,2025,2025-08-21,2025-08-23
5000001280,2024,2025-08-18,2025-08-20
5000001281,2025,2025-12-06,2025-12-06
5000001282,2025,2025-04-10,2025-04-11
5000001283,2024,2025-03-10,2025-03-10
5000001284,2025,2025-05-07,2025-05-10
5000001285,2025,2025-05-26,2025-05-27
5000001286,2024,2024-03-23,2024-03-26
5000001287,2025,2025-09-24,2025-09-27
5000001288,2024,2024-04-30,2024-04-30
5000001289,2025,2025-05-31,2025-06-01
5000001290,2025,2025-05-18,2025-05-19
5000001291,2024,2025-03-06,2025-03-06
5000001292,2025,2025-04-04,2025-04-05
5000001293,2025,2025-04-24,2025-04-24
5000001294,2025,2025-08-24,2025-08-26
5000001295,2024,2025-12-12,2025-12-15
5000001296,2024,2025-10-31,2025-11-03
5000001297,2025,2025-09-30,2025-10-03
5000001298,2024,2024-10-19,2024-10-20
5000001299,2024,2024-06-26,2024-06-26
5000001300,2025,2025-11-17,2025-11-17
5000001301,2024,2024-02-11,2024-02-13
5000001302,2025,2025-11-21,2025-11-21
5000001303,2025,2025-12-20,2025-12-21
5000001304,2024,2024-03-05,2024-03-05
5000001305,2024,2025-08-07,2025-08-10
5000001306,2024,2024-10-28,2024-10-28
5000001307,2025,2024-11-05,2024-11-06
5000001308,2024,2025-01-29,2025-01-29
5000001309,2024,2025-11-22,2025-11-25
5000001310,2025,2025-05-29,2025-05-29
5000001311,2025,2025-06-20,2025-06-21
5000001312,2025,2024-03-25,2024-03-26
5000001313,2025,2025-01-09,2025-01-09
5000001314,2024,2025-02-24,2025-02-27
5000001315,2024,2024-12-09,2024-12-09
5000001316,2025,2024-07-10,2024-07-11
5000001317,2024,2024-09-26,2024-09-26
5000001318,2024,2025-01-29,2025-01-31
5000001319,2024,2024-08-12,2024-08-13
5000001320,2024,2024-03-03,2024-03-05
5000001321,2025,2024-04-26,2024-04-29
5000001322,2025,2024-06-07,2024-06-07
5000001323,2024,2024-07-10,2024-07-13
5000001324,2025,2024-03-14,2024-03-14
5000001325,2024,2024-04-04,2024-04-07
5000001326,2024,2024-01-17,2024-01-18
5000001327,2025,2025-08-15,2025-08-15
5000001328,2025,2024-09-10,2024-09-10
5000001329,2025,2024-05-26,2024-05-29
5000001330,2024,2024-02-11,2024-02-13
5000001331,2025,2024-01-24,2024-01-24
5000001332,2025,2024-10-15,2024-10-16
5000001333,2024,2025-08-24,2025-08-24
5000001334,2024,2025-04-16,2025-04-18
5000001335,2024,2024-06-23,2024-06-24
5000001336,2025,2025-10-30,2025-11-01
5000001337,2024,2024-01-02,2024-01-05
5000001338,2024,2025-11-21,2025-11-24
5000001339,2024,2025-06-07,2025-06-07
5000001340,2024,2025-11-10,2025-11-10
5000001341,2025,2024-10-18,2024-10-21
5000001342,2024,2024-04-27,2024-04-27
5000001343,2024,2025-08-12,2025-08-13
5000001344,2024,2025-09-23,2025-09-23
5000001345,2024,2024-11-23,2024-11-24
5000001346,2025,2025-10-28,2025-10-30
5000001347,2025,2025-07-31,2025-08-01
5000001348,2025,2025-01-04,2025-01-04
5000001349,2025,2025-01-16,2025-01-18
5000001350,2025,2024-12-25,2024-12-27
5000001351,2025,2025-11-03,2025-11-06
5000001352,2025,2025-05-29,2025-05-31
5000001353,2025,2025-03-11,2025-03-13
5000001354,2025,2024-01-19,2024-01-20
5000001355,2025,2024-11-09,2024-11-09
5000001356,2024,2025-06-11,2025-06-12
5000001357,2024,2024-04-26,2024-04-27
5000001358,2025,2024-12-15,2024-12-18
5000001359,2024,2024-02-18,2024-02-18
5000001360,2025,2025-07-07,2025-07-07
5000001361,2025,2024-09-04,2024-09-06
5000001362,2024,2025-04-16,2025-04-18
5000001363,2024,2025-02-20,2025-02-21
5000001364,2025,2024-07-07,2024-07-08
5000001365,2025,2024-04-18,2024-04-18
5000001366,2024,2024-01-19,2024-01-21
5000001367,2024,2024-08-10,2024-08-10
5000001368,2024,2025-10-20,2025-10-23
5000001369,2024,2024-08-12,2024-08-12
5000001370,2024,2025-11-14,2025-11-17
5000001371,2024,2025-10-22,2025-10-22
5000001372,2025,2024-01-13,2024-01-13
5000001373,2024,2025-11-10,2025-11-10
5000001374,2024,2025-05-20,2025-05-20
5000001375,2024,2024-09-02,2024-09-04
5000001376,2025,2024-11-03,2024-11-06
5000001377,2025,2024-04-03,2024-04-04
5000001378,2024,2025-01-14,2025-01-16
5000001379,2025,2024-12-09,2024-12-12
5000001380,2024,2024-10-05,2024-10-07
5000001381,2024,2024-03-09,2024-03-10
5000001382,2024,2025-09-19,2025-09-19
5000001383,2025,2024-10-03,2024-10-04
5000001384,2024,2024-07-08,2024-07-08
5000001385,2025,2025-01-03,2025-01-06
5000001386,2025,2024-06-01,2024-06-02
5000001387,2024,2025-10-14,2025-10-15
5000001388,2025,2025-08-29,2025-08-31
5000001389,2025,2024-06-15,2024-06-17
5000001390,2024,2024-10-25,2024-10-26
5000001391,2024,2025-07-07,2025-07-09
5000001392,2025,2025-11-24,2025-11-27
5000001393,2025,2025-06-25,2025-06-25
5000001394,2025,2025-12-24,2025-12-25
5000001395,2025,2024-12-28,2024-12-31
5000001396,2024,2025-01-06,2025-01-08
5000001397,2024,2024-09-07,2024-09-10
5000001398,2024,2025-10-03,2025-10-05
5000001399,2025,2025-02-24,2025-02-27
5000001400,2025,2025-01-17,2025-01-19
5000001401,2025,2024-07-15,2024-07-18
5000001402,2024,2024-06-08,2024-06-08
5000001403,2025,2025-07-15,2025-07-15
5000001404,2025,2025-06-12,2025-06-12
5000001405,2024,2024-07-23,2024-07-24
5000001406,2024,2025-06-29,2025-06-29
5000001407,2025,2024-08-23,2024-08-25
5000001408,2025,2024-09-11,2024-09-13
5000001409,2024,2024-12-10,2024-12-11
5000001410,2024,2024-04-24,2024-04-25
5000001411,2025,2024-11-27,2024-11-29
5000001412,2025,2025-01-20,2025-01-20
5000001413,2024,2025-12-24,2025-12-24
5000001414,2025,2024-07-01,2024-07-04
5000001415,2025,2025-02-18,2025-02-20
5000001416,2024,2025-05-15,2025-05-15
5000001417,2025,2025-02-23,2025-02-25
5000001418,2025,2025-09-14,2025-09-14
5000001419,2024,2025-01-19,2025-01-19
5000001420,2025,2024-10-29,2024-10-31
5000001421,2025,2024-06-27,2024-06-27
5000001422,2024,2025-12-27,2025-12-29
5000001423,2025,2025-07-30,2025-07-30
5000001424,2025,2025-06-21,2025-06-23
5000001425,2025,2025-12-07,2025-12-08
5000001426,2025,2024-09-01,2024-09-02
5000001427,2024,2025-06-10,2025-06-11
5000001428,2025,2024-08-24,2024-08-26
5000001429,2024,2024-09-20,2024-09-23
5000001430,2025,2024-03-16,2024-03-16
5000001431,2025,2025-07-28,2025-07-31
5000001432,2024,2024-09-09,2024-09-11
5000001433,2024,2025-07-12,2025-07-12
5000001434,2025,2024-10-11,2024-10-14
5000001435,2024,2024-10-11,2024-10-12
5000001436,2025,2025-01-18,2025-01-18
5000001437,2025,2025-04-11,2025-04-14
5000001438,2025,2024-12-27,2024-12-29
5000001439,2024,2024-04-26,2024-04-29
5000001440,2025,2024-05-08,2024-05-10
5000001441,2024,2024-10-24,2024-10-24
5000001442,2025,2024-01-14,2024-01-16
5000001443,2025,2025-12-13,2025-12-13
5000001444,2024,2025-05-26,2025-05-26
5000001445,2024,2025-05-12,2025-05-12
5000001446,2024,2025-07-13,2025-07-15
5000001447,2024,2025-07-24,2025-07-26
5000001448,2024,2024-03-02,2024-03-02
5000001449,2025,2025-08-22,2025-08-24
5000001450,2024,2025-11-25,2025-11-28
5000001451,2025,2025-04-08,2025-04-10
5000001452,2024,2024-07-24,2024-07-26
5000001453,2025,2024-12-18,2024-12-21
5000001454,2025,2025-04-20,2025-04-20
5000001455,2024,2024-05-29,2024-05-30
5000001456,2024,2024-04-28,2024-04-30
5000001457,2024,2025-07-30,2025-07-31
5000001458,2024,2025-03-12,2025-03-13
5000001459,2024,2025-03-31,2025-04-01
5000001460,2025,2025-10-25,2025-10-25
5000001461,2024,2024-09-18,2024-09-20
5000001462,2024,2024-05-05,2024-05-08
5000001463,2024,2025-08-20,2025-08-22
5000001464,2025,2025-03-15,2025-03-16
5000001465,2024,2025-12-10,2025-12-11
5000001466,2025,2025-03-26,2025-03-29
5000001467,2025,2024-09-30,2024-10-02
5000001468,2024,2024-05-26,2024-05-26
5000001469,2025,2024-02-06,2024-02-07
5000001470,2024,2025-06-10,2025-06-10
5000001471,2025,2024-02-12,2024-02-14
5000001472,2025,2025-02-10,2025-02-12
5000001473,2024,2024-06-08,2024-06-09
5000001474,2024,2024-12-08,2024-12-08
5000001475,2024,2025-01-31,2025-02-02
5000001476,2024,2024-03-26,2024-03-26
5000001477,2025,2024-04-17,2024-04-17
5000001478,2025,2024-06-15,2024-06-18
5000001479,2024,2024-11-15,2024-11-15
5000001480,2024,2024-12-31,2025-01-02
5000001481,2025,2024-10-19,2024-10-20
5000001482,2025,2024-03-10,2024-03-13
5000001483,2024,2024-01-18,2024-01-19
5000001484,2025,2025-11-27,2025-11-30
5000001485,2024,2024-04-03,2024-04-03
5000001486,2025,2025-09-03,2025-09-04
5000001487,2025,2024-05-26,2024-05-28
5000001488,2025,2024-11-18,2024-11-21
5000001489,2025,2024-10-13,2024-10-15
5000001490,2025,2025-12-21,2025-12-23
5000001491,2024,2024-04-02,2024-04-03
5000001492,2025,2025-09-03,2025-09-06
5000001493,2024,2025-03-27,2025-03-29
5000001494,2025,2024-08-05,2024-08-06
5000001495,2025,2025-11-26,2025-11-28
5000001496,2024,2025-09-27,2025-09-27
5000001497,2024,2025-01-09,2025-01-09
5000001498,2024,2024-12-27,2024-12-28
5000001499,2025,2025-05-24,2025-05-26
5000001500,2025,2024-10-05,2024-10-07
5000001501,2024,2025-12-16,2025-12-18
5000001502,2024,2024-11-25,2024-11-25
5000001503,2024,2025-08-10,2025-08-12
5000001504,2024,2025-02-04,2025-02-06
5000001505,2025,2024-07-28,2024-07-29
5000001506,2025,2025-12-13,2025-12-13
5000001507,2025,2025-07-12,2025-07-12
5000001508,2025,2024-07-01,2024-07-04
5000001509,2024,2025-01-18,2025-01-19
5000001510,2024,2025-11-11,2025-11-11
5000001511,2024,2024-09-18,2024-09-21
5000001512,2025,2024-03-21,2024-03-23
5000001513,2025,2024-01-03,2024-01-03
5000001514,2024,2025-07-25,2025-07-27
5000001515,2024,2025-06-12,2025-06-12
5000001516,2025,2024-09-07,2024-09-10
5000001517,2024,2025-07-02,2025-07-03
5000001518,2024,2024-07-22,2024-07-24
5000001519,2024,2024-05-10,2024-05-12
5000001520,2025,2024-07-01,2024-07-04
5000001521,2024,2024-01-24,2024-01-24
5000001522,2025,2024-08-20,2024-08-22
5000001523,2025,2025-06-29,2025-06-29
5000001524,2025,2025-04-20,2025-04-22
5000001525,2024,2025-05-26,2025-05-27
5000001526,2025,2024-11-15,2024-11-16
5000001527,2025,2024-07-20,2024-07-21
5000001528,2024,2025-12-16,2025-12-19
5000001529,2025,2025-11-10,2025-11-10
5000001530,2025,2024-11-14,2024-11-14
5000001531,2024,2025-08-02,2025-08-04
5000001532,2024,2025-11-26,2025-11-29
5000001533,2024,2024-04-29,2024-05-01
5000001534,2024,2025-10-26,2025-10-27
5000001535,2025,2024-06-23,2024-06-26
5000001536,2024,2025-09-18,2025-09-18
5000001537,2024,2024-06-14,2024-06-14
5000001538,2024,2024-05-07,2024-05-08
5000001539,2025,2024-06-15,2024-06-17
5000001540,2025,2024-05-20,2024-05-20
5000001541,2025,2025-09-26,2025-09-28
5000001542,2025,2025-12-20,2025-12-22
5000001543,2024,2025-01-06,2025-01-06
5000001544,2025,2025-05-09,2025-05-09
5000001545,2024,2024-11-23,2024-11-25
5000001546,2025,2025-08-14,2025-08-14
5000001547,2024,2024-09-01,2024-09-02
5000001548,2024,2025-10-03,2025-10-03
5000001549,2025,2024-07-12,2024-07-13
5000001550,2025,2025-04-29,2025-05-01
5000001551,2024,2025-06-12,2025-06-15
5000001552,2025,2024-01-21,2024-01-23
5000001553,2024,2024-11-29,2024-11-30
5000001554,2025,2025-04-01,2025-04-02
5000001555,2024,2025-01-17,2025-01-18
5000001556,2024,2024-12-12,2024-12-12
5000001557,2025,2024-09-21,2024-09-21
5000001558,2024,2024-12-02,2024-12-04
5000001559,2025,2025-11-26,2025-11-27
5000001560,2024,2024-01-31,2024-02-01
5000001561,2025,2024-05-30,2024-05-31
5000001562,2025,2024-08-10,2024-08-13
5000001563,2025,2025-03-14,2025-03-14
5000001564,2024,2024-08-22,2024-08-23
5000001565,2024,2025-06-12,2025-06-13
5000001566,2024,2025-11-16,2025-11-18
5000001567,2024,2024-09-23,2024-09-23
5000001568,2024,2025-01-28,2025-01-30
5000001569,2025,2025-07-13,2025-07-15
5000001570,2025,2024-10-07,2024-10-10
5000001571,2024,2025-11-12,2025-11-15
5000001572,2025,2025-10-25,2025-10-27
5000001573,2024,2025-10-28,2025-10-28
5000001574,2025,2025-12-04,2025-12-04
5000001575,2025,2024-03-09,2024-03-09
5000001576,2025,2024-04-25,2024-04-25
5000001577,2024,2024-09-16,2024-09-18
5000001578,2024,2025-12-12,2025-12-12
5000001579,2024,2025-06-21,2025-06-22
5000001580,2025,2024-06-25,2024-06-25
5000001581,2025,2025-10-30,2025-11-02
5000001582,2024,2025-03-15,2025-03-16
5000001583,2025,2024-03-14,2024-03-14
5000001584,2024,2025-04-27,2025-04-30
5000001585,2025,2024-07-16,2024-07-19
5000001586,2025,2025-08-11,2025-08-13
5000001587,2025,2025-04-29,2025-04-30
5000001588,2025,2024-03-24,2024-03-24
5000001589,2025,2025-07-02,2025-07-05
5000001590,2025,2025-02-20,2025-02-23
5000001591,2025,2025-05-12,2025-05-12
5000001592,2025,2024-08-02,2024-08-02
5000001593,2024,2025-01-28,2025-01-31
5000001594,2024,2025-07-09,2025-07-11
5000001595,2025,2024-12-05,2024-12-06
5000001596,2024,2024-02-02,2024-02-04
5000001597,2025,2025-03-02,2025-03-04
5000001598,2025,2025-10-26,2025-10-28
5000001599,2025,2025-01-30,2025-02-01
5000001600,2024,2025-08-23,2025-08-23
5000001601,2025,2025-11-20,2025-11-23
5000001602,2025,2025-07-02,2025-07-04
5000001603,2025,2024-02-23,2024-02-23
5000001604,2025,2025-03-31,2025-04-03
5000001605,2025,2025-02-04,2025-02-07
5000001606,2025,2024-04-01,2024-04-03
5000001607,2024,2025-03-23,2025-03-26
5000001608,2024,2025-03-05,2025-03-08
5000001609,2025,2025-12-31,2026-01-03
5000001610,2025,2024-11-18,2024-11-20
5000001611,2025,2024-08-01,2024-08-03
5000001612,2025,2025-11-15,2025-11-17
5000001613,2024,2025-07-23,2025-07-23
5000001614,2024,2025-12-03,2025-12-03
5000001615,2024,2024-07-16,2024-07-19
5000001616,2024,2025-01-06,2025-01-06
5000001617,2024,2024-03-17,2024-03-18
5000001618,2025,2025-06-22,2025-06-22
5000001619,2024,2024-03-23,2024-03-24
5000001620,2025,2024-02-09,2024-02-10
5000001621,2025,2025-04-17,2025-04-19
5000001622,2025,2024-11-11,2024-11-13
5000001623,2025,2024-01-07,2024-01-08
5000001624,2025,2025-06-08,2025-06-10
5000001625,2025,2024-06-22,2024-06-24
5000001626,2025,2024-05-31,2024-06-02
5000001627,2024,2025-03-13,2025-03-13
5000001628,2024,2025-12-05,2025-12-05
5000001629,2024,2024-04-30,2024-04-30
5000001630,2024,2024-02-20,2024-02-23
5000001631,2024,2025-10-22,2025-10-25
5000001632,2025,2025-02-20,2025-02-20
5000001633,2025,2025-01-13,2025-01-13
5000001634,2025,2025-04-13,2025-04-16
5000001635,2025,2025-06-26,2025-06-29
5000001636,2025,2025-04-28,2025-04-28
5000001637,2024,2024-05-28,2024-05-29
5000001638,2025,2024-07-13,2024-07-13
5000001639,2024,2024-09-09,2024-09-11
5000001640,2025,2024-07-13,2024-07-14
5000001641,2024,2025-08-30,2025-09-02
5000001642,2025,2024-10-01,2024-10-01
5000001643,2024,2024-01-15,2024-01-16
5000001644,2025,2025-08-26,2025-08-29
5000001645,2025,2024-06-26,2024-06-27
5000001646,2025,2024-10-21,2024-10-24
5000001647,2024,2024-08-06,2024-08-09
5000001648,2024,2024-12-29,2024-12-29
5000001649,2025,2025-11-29,2025-12-02
5000001650,2025,2025-11-19,2025-11-20
5000001651,2025,2025-04-26,2025-04-27
5000001652,2025,2024-01-21,2024-01-22
5000001653,2025,2024-06-04,2024-06-07
5000001654,2024,2025-06-16,2025-06-18
5000001655,2025,2024-05-17,2024-05-17
5000001656,2025,2024-02-17,2024-02-17
5000001657,2025,2025-12-06,2025-12-07
5000001658,2024,2024-06-22,2024-06-23
5000001659,2024,2025-04-02,2025-04-02
5000001660,2025,2024-10-19,2024-10-21
5000001661,2025,2024-07-25,2024-07-25
5000001662,2024,2024-05-28,2024-05-28
5000001663,2024,2025-11-10,2025-11-10
5000001664,2025,2024-03-26,2024-03-27
5000001665,2024,2025-06-01,2025-06-04
5000001666,2025,2024-10-16,2024-10-17
5000001667,2025,2025-08-27,2025-08-29
5000001668,2025,2025-02-03,2025-02-06
5000001669,2025,2025-12-21,2025-12-24
5000001670,2025,2025-05-26,2025-05-27
5000001671,2025,2024-07-14,2024-07-14
5000001672,2025,2024-11-25,2024-11-28
5000001673,2024,2025-06-18,2025-06-20
5000001674,2024,2025-08-06,2025-08-07
5000001675,2025,2024-04-06,2024-04-08
5000001676,2025,2024-03-02,2024-03-02
5000001677,2025,2025-07-02,2025-07-04
5000001678,2025,2024-11-20,2024-11-23
5000001679,2025,2024-11-18,2024-11-18
5000001680,2025,2024-11-21,2024-11-21
5000001681,2024,2025-10-18,2025-10-18
5000001682,2025,2024-01-18,2024-01-18
5000001683,2025,2025-07-27,2025-07-29
5000001684,2025,2025-06-26,2025-06-27
5000001685,2025,2024-01-01,2024-01-03
5000001686,2024,2025-01-26,2025-01-28
5000001687,2024,2024-06-23,2024-06-25
5000001688,2024,2024-03-20,2024-03-20
5000001689,2025,2024-05-03,2024-05-04
5000001690,2024,2024-02-07,2024-02-08
5000001691,2024,2024-04-05,2024-04-05
5000001692,2025,2024-10-31,2024-11-01
5000001693,2025,2024-05-05,2024-05-08
5000001694,2024,2024-10-09,2024-10-10
5000001695,2025,2025-07-27,2025-07-28
5000001696,2025,2025-10-25,2025-10-25
5000001697,2025,2025-11-15,2025-11-16
5000001698,2024,2025-12-05,2025-12-08
5000001699,2025,2025-12-23,2025-12-23
5000001700,2024,2024-07-25,2024-07-26
5000001701,2025,2025-07-15,2025-07-18
5000001702,2025,2024-12-18,2024-12-20
5000001703,2024,2025-02-03,2025-02-05
5000001704,2024,2025-07-07,2025-07-09
5000001705,2025,2025-07-16,2025-07-16
5000001706,2025,2025-05-10,2025-05-11
5000001707,2024,2024-10-31,2024-11-01
5000001708,2024,2025-06-06,2025-06-07
5000001709,2025,2024-02-21,2024-02-23
5000001710,2024,2024-12-14,2024-12-16
5000001711,2025,2025-09-12,2025-09-14
5000001712,2025,2025-12-22,2025-12-23
5000001713,2024,2024-04-10,2024-04-13
5000001714,2025,2025-08-10,2025-08-12
5000001715,2025,2024-11-24,2024-11-26
5000001716,2025,2025-11-21,2025-11-24
5000001717,2025,2024-12-10,2024-12-11
5000001718,2024,2024-04-17,2024-04-17
5000001719,2025,2024-01-01,2024-01-01
5000001720,2024,2025-10-06,2025-10-08
5000001721,2025,2024-12-14,2024-12-15
5000001722,2025,2025-11-03,2025-11-06
5000001723,2025,2024-11-19,2024-11-22
5000001724,2024,2025-04-03,2025-04-03
5000001725,2025,2025-09-05,2025-09-06
5000001726,2025,2024-06-25,2024-06-27
5000001727,2024,2025-05-23,2025-05-25
5000001728,2024,2024-02-27,2024-02-27
5000001729,2024,2025-11-30,2025-11-30
5000001730,2024,2025-11-10,2025-11-12
5000001731,2024,2024-11-15,2024-11-18
5000001732,2025,2025-02-04,2025-02-06
5000001733,2025,2025-03-17,2025-03-20
5000001734,2024,2024-08-17,2024-08-20
5000001735,2024,2025-11-27,2025-11-27
5000001736,2024,2025-12-30,2026-01-02
5000001737,2025,2025-03-02,2025-03-04
5000001738,2025,2024-09-18,2024-09-20
5000001739,2024,2025-07-04,2025-07-05
5000001740,2025,2024-12-14,2024-12-17
5000001741,2025,2024-12-25,2024-12-28
5000001742,2025,2024-12-02,2024-12-02
5000001743,2025,2025-01-07,2025-01-10
5000001744,2024,2025-07-22,2025-07-22
5000001745,2024,2025-10-19,2025-10-19
5000001746,2025,2024-07-17,2024-07-20
5000001747,2025,2024-01-21,2024-01-21
5000001748,2024,2025-12-26,2025-12-28
5000001749,2024,2025-12-05,2025-12-06
5000001750,2024,2025-03-24,2025-03-25
5000001751,2025,2025-03-31,2025-04-01
5000001752,2024,2024-05-21,2024-05-21
5000001753,2024,2024-07-22,2024-07-24
5000001754,2024,2025-10-09,2025-10-09
5000001755,2024,2024-05-02,2024-05-05
5000001756,2024,2024-05-06,2024-05-07
5000001757,2025,2024-11-26,2024-11-29
5000001758,2024,2024-07-10,2024-07-13
5000001759,2024,2024-09-15,2024-09-17
5000001760,2024,2025-10-16,2025-10-16
5000001761,2024,2024-11-09,2024-11-11
5000001762,2024,2025-11-01,2025-11-04
5000001763,2025,2025-10-20,2025-10-23
5000001764,2024,2025-12-14,2025-12-14
5000001765,2024,2024-08-21,2024-08-24
5000001766,2024,2025-08-31,2025-08-31
5000001767,2025,2024-02-14,2024-02-17
5000001768,2025,2024-10-08,2024-10-09
5000001769,2025,2024-08-16,2024-08-17
5000001770,2024,2024-12-20,2024-12-23
5000001771,2024,2025-05-09,2025-05-12
5000001772,2024,2025-06-01,2025-06-04
5000001773,2025,2024-06-20,2024-06-22
5000001774,2025,2025-07-06,2025-07-09
5000001775,2025,2025-08-27,2025-08-29
5000001776,2025,2025-04-24,2025-04-26
5000001777,2025,2025-03-09,2025-03-09
5000001778,2025,2024-09-02,2024-09-05
5000001779,2025,2024-08-09,2024-08-09
5000001780,2024,2024-02-11,2024-02-13
5000001781,2024,2024-05-14,2024-05-15
5000001782,2025,2024-09-22,2024-09-24
5000001783,2025,2025-02-13,2025-02-15
5000001784,2024,2024-04-16,2024-04-19
5000001785,2024,2024-07-01,2024-07-03
5000001786,2025,2025-02-28,2025-03-02
5000001787,2024,2024-08-06,2024-08-09
5000001788,2025,2024-06-19,2024-06-21
5000001789,2025,2024-11-01,2024-11-03
5000001790,2024,2025-03-05,2025-03-06
5000001791,2024,2024-06-17,2024-06-18
5000001792,2024,2024-09-08,2024-09-09
5000001793,2025,2025-12-31,2025-12-31
5000001794,2025,2025-09-21,2025-09-24
5000001795,2025,2025-03-28,2025-03-31
5000001796,2024,2025-02-15,2025-02-16
5000001797,2025,2025-07-25,2025-07-26
5000001798,2025,2024-08-18,2024-08-20
5000001799,2024,2025-06-05,2025-06-07
5000001800,2025,2025-02-01,2025-02-04
5000001801,2025,2025-10-22,2025-10-23
5000001802,2025,2024-02-23,2024-02-23
5000001803,2025,2024-08-27,2024-08-29
5000001804,2025,2024-06-16,2024-06-19
5000001805,2025,2025-06-06,2025-06-09
5000001806,2024,2024-10-19,2024-10-22
5000001807,2024,2024-06-06,2024-06-08
5000001808,2024,2024-12-24,2024-12-26
5000001809,2024,2024-02-19,2024-02-22
5000001810,2025,2025-01-08,2025-01-11
5000001811,2025,2025-12-05,2025-12-06
5000001812,2024,2025-12-14,2025-12-17
5000001813,2025,2025-06-01,2025-06-01
5000001814,2024,2024-07-29,2024-08-01
5000001815,2025,2024-01-10,2024-01-10
5000001816,2025,2024-10-25,2024-10-25
5000001817,2025,2024-07-17,2024-07-20
5000001818,2024,2024-07-29,2024-07-29
5000001819,2024,2025-04-27,2025-04-28
5000001820,2024,2024-04-05,2024-04-06
5000001821,2025,2024-05-11,2024-05-14
5000001822,2024,2024-04-14,2024-04-16
5000001823,2024,2025-07-18,2025-07-18
5000001824,2025,2024-07-15,2024-07-17
5000001825,2024,2025-06-19,2025-06-20
5000001826,2025,2024-08-06,2024-08-06
5000001827,2025,2025-12-21,2025-12-24
5000001828,2024,2024-10-15,2024-10-15
5000001829,2025,2025-03-07,2025-03-07
5000001830,2024,2024-04-17,2024-04-17
5000001831,2025,2024-01-11,2024-01-11
5000001832,2024,2025-01-13,2025-01-14
5000001833,2025,2024-07-24,2024-07-27
5000001834,2025,2024-05-03,2024-05-04
5000001835,2024,2025-10-14,2025-10-15
5000001836,2025,2025-06-07,2025-06-09
5000001837,2025,2024-01-18,2024-01-20
5000001838,2024,2025-03-21,2025-03-23
5000001839,2025,2025-02-05,2025-02-08
5000001840,2025,2025-08-08,2025-08-09
5000001841,2025,2025-09-15,2025-09-17
5000001842,2025,2024-12-07,2024-12-09
5000001843,2025,2025-01-29,2025-01-29
5000001844,2024,2024-04-17,2024-04-19
5000001845,2024,2024-09-25,2024-09-25
5000001846,2024,2024-10-24,2024-10-26
5000001847,2024,2025-04-17,2025-04-17
5000001848,2025,2025-07-18,2025-07-19
5000001849,2024,2024-07-10,2024-07-11
5000001850,2025,2025-07-16,2025-07-19
5000001851,2025,2024-06-17,2024-06-17
5000001852,2025,2025-05-28,2025-05-29
5000001853,2025,2025-12-19,2025-12-20
5000001854,2025,2025-07-26,2025-07-26
5000001855,2024,2025-03-17,2025-03-19
5000001856,2024,2024-08-27,2024-08-30
5000001857,2024,2024-03-31,2024-03-31
5000001858,2025,2025-07-28,2025-07-28
5000001859,2024,2024-07-22,2024-07-25
5000001860,2024,2024-02-18,2024-02-20
5000001861,2024,2025-01-15,2025-01-15
5000001862,2025,2024-11-06,2024-11-06
5000001863,2025,2024-04-26,2024-04-27
5000001864,2025,2025-08-26,2025-08-29
5000001865,2024,2025-09-11,2025-09-12
5000001866,2024,2025-12-22,2025-12-22
5000001867,2025,2024-10-29,2024-10-30
5000001868,2025,2024-11-04,2024-11-07
5000001869,2024,2024-01-14,2024-01-14
5000001870,2025,2024-10-03,2024-10-03
5000001871,2024,2025-04-27,2025-04-27
5000001872,2024,2025-12-27,2025-12-30
5000001873,2024,2024-07-30,2024-08-01
5000001874,2024,2025-09-29,2025-10-02
5000001875,2024,2025-06-17,2025-06-19
5000001876,2024,2025-03-25,2025-03-27
5000001877,2024,2024-06-27,2024-06-30
5000001878,2025,2025-06-18,2025-06-18
5000001879,2025,2024-07-03,2024-07-04
5000001880,2025,2025-10-24,2025-10-27
5000001881,2024,2024-09-05,2024-09-08
5000001882,2024,2024-09-04,2024-09-04
5000001883,2025,2025-02-28,2025-03-01
5000001884,2025,2024-01-27,2024-01-28
5000001885,2024,2025-10-15,2025-10-17
5000001886,2025,2024-06-26,2024-06-28
5000001887,2024,2024-05-19,2024-05-20
5000001888,2025,2024-07-18,2024-07-18
5000001889,2025,2025-06-23,2025-06-26
5000001890,2024,2024-03-25,2024-03-26
5000001891,2024,2024-08-11,2024-08-14
5000001892,2024,2024-09-19,2024-09-20
5000001893,2025,2025-02-18,2025-02-19
5000001894,2025,2025-08-09,2025-08-11
5000001895,2024,2024-01-28,2024-01-31
5000001896,2025,2025-11-05,2025-11-06
5000001897,2025,2025-10-10,2025-10-10
5000001898,2025,2024-07-20,2024-07-23
5000001899,2025,2025-06-06,2025-06-07
5000001900,2024,2024-12-29,2024-12-31
5000001901,2025,2024-06-12,2024-06-15
5000001902,2024,2024-03-03,2024-03-04
5000001903,2024,2025-03-23,2025-03-26
