EBELN,BUKRS,BSART,LIFNR,EKORG,EKGRP,BEDAT,WAERS,ZTERM
4500090825,2000,FO,100046,1000,002,2025-01-17,EUR,0001
4500090826,1000,ZSER,100005,1000,003,2025-12-22,EUR,0001
4500090827,3000,ZSER,100037,1000,004,2025-12-12,EUR,NT30
4500090828,3000,ZSER,100012,2000,003,2024-12-09,EUR,0001
4500090829,2000,NB,100034,2000,002,2025-07-20,USD,NT60
4500090830,2000,ZSER,100015,2000,004,2025-02-05,AED,NT60
4500090831,2000,FO,100051,2000,004,2024-09-17,USD,NT60
4500090832,2000,FO,100030,1000,002,2025-03-23,USD,NT30
4500090833,1000,FO,100003,2000,003,2024-01-11,EUR,NT45
4500090834,2000,NB,100035,1000,004,2025-08-21,USD,NT30
4500090835,2000,ZSER,100014,1000,002,2024-09-04,USD,NT60
4500090836,2000,FO,100055,1000,002,2025-09-06,USD,NT30
4500090837,3000,NB,100024,2000,002,2025-03-28,AED,NT30
4500090838,2000,ZSER,100045,2000,003,2024-01-23,EUR,NT30
4500090839,1000,NB,100024,1000,002,2025-01-08,USD,NT30
4500090840,3000,NB,100014,1000,003,2024-04-04,AED,0001
4500090841,1000,NB,100009,1000,003,2025-06-30,USD,NT60
4500090842,2000,NB,100010,1000,002,2024-02-19,AED,NT60
4500090843,2000,ZSER,100029,2000,004,2025-06-25,AED,0001
4500090844,2000,NB,100038,2000,004,2025-01-11,EUR,NT60
4500090845,2000,FO,100008,1000,002,2025-10-26,USD,NT45
4500090846,3000,FO,100058,1000,003,2025-01-30,EUR,0001
4500090847,1000,NB,100059,1000,002,2025-06-02,AED,NT60
4500090848,2000,FO,100001,2000,003,2025-04-04,AED,NT60
4500090849,1000,NB,100036,2000,003,2025-06-02,AED,0001
4500090850,1000,FO,100026,1000,004,2025-08-05,AED,NT60
4500090851,3000,FO,100029,1000,001,2024-06-18,AED,0001
4500090852,3000,ZSER,100042,2000,002,2025-11-29,USD,NT30
4500090853,2000,NB,100056,1000,003,2024-09-11,EUR,0001
4500090854,1000,FO,100021,1000,004,2025-01-14,EUR,0001
4500090855,2000,NB,100020,1000,001,2025-08-30,USD,NT30
4500090856,2000,FO,100002,2000,001,2024-05-16,USD,NT45
4500090857,3000,FO,100006,1000,003,2024-09-30,USD,NT30
4500090858,2000,ZSER,100032,2000,004,2024-11-09,USD,NT60
4500090859,2000,FO,100046,2000,002,2024-03-16,AED,0001
4500090860,2000,NB,100002,2000,004,2024-09-15,AED,0001
4500090861,2000,FO,100026,1000,001,2024-04-05,USD,NT45
4500090862,1000,FO,100012,2000,004,2024-08-04,AED,NT45
4500090863,3000,NB,100058,2000,002,2025-09-15,EUR,NT60
4500090864,2000,NB,100025,1000,003,2024-01-03,AED,0001
4500090865,3000,ZSER,100050,1000,004,2024-11-09,AED,NT45
4500090866,2000,NB,100041,1000,002,2024-09-08,AED,NT60
4500090867,3000,ZSER,100019,1000,001,2025-07-09,USD,NT30
4500090868,2000,FO,100011,1000,004,2024-04-26,AED,NT30
4500090869,3000,ZSER,100010,1000,004,2025-06-18,AED,NT60
4500090870,2000,NB,100006,1000,002,2025-06-08,AED,0001
4500090871,2000,FO,100035,2000,002,2025-04-13,USD,NT30
4500090872,2000,ZSER,100008,2000,001,2025-04-29,AED,NT30
4500090873,2000,NB,100017,2000,001,2024-12-14,EUR,NT60
4500090874,2000,FO,100006,1000,002,2024-09-27,AED,NT45
4500090875,1000,ZSER,100048,2000,003,2025-07-08,USD,0001
4500090876,3000,NB,100021,1000,001,2024-10-02,USD,NT30
4500090877,2000,NB,100034,1000,001,2024-04-19,EUR,NT45
4500090878,3000,NB,100047,2000,001,2025-11-29,AED,NT60
4500090879,1000,FO,100018,2000,003,2024-12-18,EUR,NT45
4500090880,3000,NB,100007,2000,002,2025-02-19,AED,NT45
4500090881,3000,NB,100047,2000,002,2024-02-17,USD,NT60
4500090882,1000,FO,100053,1000,003,2025-12-13,USD,0001
4500090883,2000,ZSER,100043,1000,002,2024-10-08,USD,0001
4500090884,3000,FO,100003,2000,002,2024-03-02,EUR,NT30
4500090885,2000,FO,100012,2000,003,2025-12-05,USD,0001
4500090886,1000,NB,100032,2000,003,2025-10-19,AED,NT60
4500090887,1000,NB,100047,1000,002,2025-02-17,EUR,NT60
4500090888,2000,ZSER,100009,2000,003,2024-01-21,USD,0001
4500090889,3000,ZSER,100040,2000,001,2025-02-15,EUR,0001
4500090890,3000,NB,100014,1000,001,2025-03-17,AED,NT45
4500090891,3000,NB,100035,1000,002,2025-03-27,USD,NT60
4500090892,3000,ZSER,100007,2000,002,2024-10-14,USD,NT60
4500090893,3000,FO,100002,1000,001,2025-05-02,EUR,NT45
4500090894,2000,NB,100001,1000,002,2025-11-14,USD,NT30
4500090895,1000,ZSER,100008,1000,003,2024-02-02,AED,NT60
4500090896,1000,FO,100009,1000,002,2025-03-01,EUR,NT60
4500090897,2000,FO,100012,2000,001,2025-02-19,AED,NT30
4500090898,1000,ZSER,100045,1000,002,2024-05-18,USD,NT45
4500090899,3000,NB,100015,2000,001,2025-07-05,EUR,NT60
4500090900,3000,NB,100027,2000,004,2025-10-11,USD,NT60
4500090901,1000,ZSER,100037,1000,004,2024-03-24,USD,0001
4500090902,2000,FO,100041,1000,001,2024-10-23,AED,NT45
4500090903,1000,ZSER,100038,2000,002,2024-02-20,EUR,NT60
4500090904,3000,NB,100020,2000,003,2025-01-13,USD,0001
4500090905,1000,FO,100026,2000,003,2024-07-31,USD,NT45
4500090906,3000,NB,100058,2000,003,2025-06-25,AED,NT45
4500090907,3000,ZSER,100018,2000,004,2024-06-23,EUR,NT45
4500090908,2000,NB,100023,1000,003,2025-06-25,EUR,NT30
4500090909,2000,NB,100043,1000,001,2024-07-10,EUR,0001
4500090910,3000,NB,100044,2000,003,2025-05-27,AED,NT45
4500090911,1000,FO,100020,1000,002,2025-12-26,USD,NT30
4500090912,3000,NB,100034,1000,001,2024-02-19,AED,NT45
4500090913,3000,FO,100006,1000,001,2025-04-17,USD,NT45
4500090914,1000,ZSER,100007,1000,002,2025-07-16,AED,0001
4500090915,2000,ZSER,100013,2000,002,2025-02-05,USD,NT30
4500090916,2000,NB,100037,1000,002,2024-05-22,USD,NT45
4500090917,2000,NB,100004,2000,002,2024-04-04,AED,0001
4500090918,2000,FO,100015,2000,001,2025-05-19,AED,NT30
4500090919,3000,NB,100012,2000,004,2024-02-26,EUR,NT30
4500090920,1000,NB,100047,1000,003,2024-08-05,EUR,NT60
4500090921,3000,FO,100006,2000,002,2025-05-12,AED,NT45
4500090922,3000,ZSER,100030,1000,004,2025-11-14,USD,NT45
4500090923,3000,FO,100052,1000,003,2024-02-18,EUR,NT45
4500090924,3000,ZSER,100025,2000,004,2025-09-04,AED,NT60
4500090925,1000,NB,100039,1000,002,2024-07-18,USD,NT60
4500090926,2000,ZSER,100030,1000,004,2024-06-07,EUR,NT30
4500090927,1000,FO,100053,2000,001,2024-10-18,USD,0001
4500090928,2000,FO,100024,2000,001,2025-08-09,USD,NT30
4500090929,2000,ZSER,100054,1000,001,2025-06-05,USD,0001
4500090930,2000,ZSER,100003,1000,001,2024-04-29,USD,NT45
4500090931,1000,ZSER,100029,1000,004,2025-02-21,AED,0001
4500090932,2000,NB,100038,1000,004,2024-10-15,USD,0001
4500090933,3000,ZSER,100001,2000,001,2025-02-10,USD,NT45
4500090934,1000,FO,100058,1000,004,2025-02-14,USD,NT45
4500090935,1000,FO,100042,2000,003,2024-11-21,EUR,NT30
4500090936,2000,NB,100010,1000,004,2025-08-15,EUR,NT30
4500090937,3000,FO,100028,1000,004,2024-07-28,EUR,NT30
4500090938,2000,ZSER,100040,1000,001,2024-04-04,AED,NT45
4500090939,1000,NB,100055,1000,003,2025-07-06,EUR,NT30
4500090940,3000,NB,100029,2000,004,2025-05-04,USD,0001
4500090941,2000,FO,100014,1000,001,2025-10-06,EUR,NT60
4500090942,2000,ZSER,100043,1000,001,2024-09-28,AED,NT45
4500090943,1000,ZSER,100048,2000,002,2025-08-31,EUR,NT60
4500090944,3000,ZSER,100051,1000,004,2024-02-04,AED,NT60
4500090945,1000,ZSER,100032,2000,001,2025-04-13,EUR,NT45
4500090946,2000,FO,100059,2000,001,2025-09-22,AED,NT30
4500090947,3000,FO,100002,1000,004,2025-10-20,AED,NT45
4500090948,3000,FO,100039,1000,001,2024-12-05,AED,NT30
4500090949,2000,FO,100059,2000,002,2025-06-20,USD,NT60
4500090950,2000,FO,100059,1000,003,2024-04-15,USD,NT60
4500090951,2000,ZSER,100036,1000,002,2024-06-24,EUR,NT60
4500090952,2000,FO,100035,2000,001,2025-12-28,AED,0001
4500090953,3000,NB,100019,1000,001,2025-10-05,EUR,0001
4500090954,1000,FO,100053,2000,001,2025-01-07,EUR,NT60
4500090955,3000,FO,100002,1000,001,2024-01-17,EUR,NT30
4500090956,3000,ZSER,100007,2000,001,2025-12-13,AED,NT45
4500090957,2000,ZSER,100032,2000,003,2025-03-01,EUR,NT45
4500090958,2000,ZSER,100027,2000,002,2025-01-07,AED,NT45
4500090959,3000,ZSER,100040,1000,001,2024-08-23,USD,NT45
4500090960,2000,NB,100020,1000,004,2024-12-14,AED,NT45
4500090961,2000,ZSER,100039,2000,002,2025-01-27,EUR,NT45
4500090962,1000,ZSER,100033,1000,002,2024-08-11,USD,NT30
4500090963,1000,ZSER,100024,1000,004,2024-01-09,EUR,0001
4500090964,3000,FO,100045,1000,002,2024-03-30,EUR,0001
4500090965,2000,NB,100046,1000,004,2024-04-14,USD,0001
4500090966,2000,NB,100053,1000,002,2024-01-30,AED,NT45
4500090967,1000,FO,100054,2000,003,2025-07-07,EUR,NT30
4500090968,3000,ZSER,100057,2000,001,2025-04-02,USD,NT45
4500090969,1000,NB,100015,1000,002,2024-05-13,EUR,0001
4500090970,2000,ZSER,100016,2000,004,2025-07-21,EUR,NT45
4500090971,3000,NB,100059,2000,001,2025-02-01,EUR,NT30
4500090972,3000,NB,100047,1000,003,2024-12-22,USD,0001
4500090973,2000,NB,100007,1000,002,2024-05-28,USD,NT45
4500090974,3000,ZSER,100007,1000,001,2025-09-12,USD,0001
4500090975,2000,ZSER,100013,1000,004,2024-02-07,EUR,NT60
4500090976,1000,FO,100011,1000,004,2024-04-12,AED,NT45
4500090977,1000,ZSER,100046,1000,002,2025-01-24,AED,NT60
4500090978,2000,ZSER,100012,2000,003,2025-03-10,EUR,NT60
4500090979,2000,ZSER,100027,1000,004,2024-05-06,USD,0001
4500090980,1000,FO,100033,2000,003,2025-10-27,USD,NT30
4500090981,2000,FO,100036,2000,003,2025-10-17,AED,NT30
4500090982,1000,NB,100029,1000,001,2025-03-20,USD,NT30
4500090983,1000,FO,100035,2000,003,2024-08-23,USD,0001
4500090984,3000,NB,100006,1000,003,2024-05-31,AED,NT30
4500090985,2000,NB,100019,1000,002,2024-07-23,USD,NT30
4500090986,1000,FO,100038,2000,004,2025-02-16,EUR,0001
4500090987,2000,FO,100003,2000,001,2024-09-29,EUR,NT60
4500090988,2000,NB,100031,2000,001,2025-11-13,USD,NT60
4500090989,3000,NB,100044,2000,002,2024-10-03,AED,NT30
4500090990,3000,NB,100033,1000,002,2025-05-19,EUR,0001
4500090991,2000,NB,100006,1000,002,2025-02-24,EUR,NT60
4500090992,2000,FO,100053,1000,002,2024-06-27,AED,NT60
4500090993,1000,FO,100052,1000,001,2024-09-27,USD,0001
4500090994,2000,NB,100006,1000,001,2024-04-01,AED,NT60
4500090995,3000,ZSER,100023,2000,002,2025-12-01,USD,NT30
4500090996,2000,FO,100010,1000,004,2024-05-03,AED,NT60
4500090997,3000,ZSER,100025,1000,002,2024-04-03,AED,0001
4500090998,1000,ZSER,100037,1000,003,2024-12-29,USD,0001
4500090999,1000,FO,100041,2000,002,2024-09-11,EUR,0001
4500091000,3000,NB,100024,2000,004,2025-01-27,USD,NT60
4500091001,1000,FO,100032,2000,002,2025-08-10,AED,NT30
4500091002,2000,ZSER,100057,1000,002,2024-09-11,AED,0001
4500091003,1000,NB,100021,2000,003,2024-07-10,AED,NT30
4500091004,2000,NB,100044,2000,004,2024-10-23,USD,0001
4500091005,2000,NB,100009,2000,003,2024-04-09,EUR,NT30
4500091006,3000,NB,100042,2000,004,2025-07-05,EUR,0001
4500091007,2000,NB,100049,2000,001,2025-05-04,EUR,NT30
4500091008,3000,ZSER,100014,2000,002,2025-09-02,EUR,NT60
4500091009,2000,NB,100003,1000,001,2025-01-23,AED,NT60
4500091010,3000,ZSER,100043,2000,004,2024-10-07,EUR,0001
4500091011,2000,FO,100052,2000,004,2024-11-14,EUR,NT60
4500091012,3000,ZSER,100014,1000,004,2024-07-15,USD,NT45
4500091013,1000,NB,100038,1000,004,2024-12-21,USD,NT45
4500091014,3000,ZSER,100027,2000,003,2025-05-04,EUR,NT45
4500091015,3000,FO,100034,1000,001,2025-06-13,AED,NT30
4500091016,3000,NB,100045,1000,001,2025-05-21,USD,NT60
4500091017,2000,NB,100048,2000,003,2025-05-05,AED,0001
4500091018,2000,ZSER,100010,1000,003,2025-01-12,USD,NT30
4500091019,2000,FO,100019,2000,003,2025-10-30,AED,NT45
4500091020,3000,ZSER,100046,1000,004,2025-05-18,EUR,0001
4500091021,3000,NB,100034,1000,004,2025-01-23,EUR,NT30
4500091022,2000,FO,100052,1000,001,2024-02-12,EUR,NT45
4500091023,3000,NB,100050,1000,004,2025-10-11,EUR,0001
4500091024,2000,ZSER,100013,1000,004,2025-07-01,AED,NT45
4500091025,2000,ZSER,100036,1000,001,2025-08-16,EUR,NT60
4500091026,2000,NB,100016,1000,002,2024-06-28,AED,0001
4500091027,1000,FO,100035,1000,002,2025-05-26,USD,NT30
4500091028,3000,ZSER,100001,2000,004,2024-03-05,EUR,0001
4500091029,3000,ZSER,100038,2000,004,2025-11-18,USD,NT30
4500091030,3000,NB,100018,2000,003,2024-03-04,AED,NT45
4500091031,3000,ZSER,100017,1000,002,2025-03-07,EUR,NT60
4500091032,2000,FO,100047,1000,003,2025-08-25,USD,NT30
4500091033,2000,ZSER,100018,2000,001,2024-01-02,EUR,NT60
4500091034,3000,NB,100029,2000,001,2024-01-16,EUR,0001
4500091035,2000,NB,100011,2000,004,2025-01-06,USD,NT45
4500091036,1000,FO,100036,1000,003,2025-07-26,USD,NT30
4500091037,2000,FO,100042,2000,002,2024-05-21,USD,NT30
4500091038,2000,ZSER,100038,1000,004,2025-05-03,USD,NT60
4500091039,1000,NB,100054,2000,004,2025-08-14,USD,NT30
4500091040,2000,FO,100057,1000,004,2024-12-16,USD,NT45
4500091041,1000,NB,100056,1000,004,2024-10-13,AED,NT45
4500091042,1000,FO,100059,1000,001,2025-01-17,EUR,NT30
4500091043,1000,ZSER,100011,1000,003,2025-04-19,USD,0001
4500091044,1000,NB,100003,1000,001,2025-08-06,EUR,NT30
4500091045,1000,ZSER,100051,2000,004,2025-10-23,AED,NT45
4500091046,1000,FO,100049,2000,001,2024-03-13,USD,NT60
4500091047,2000,ZSER,100003,2000,001,2025-02-19,AED,0001
4500091048,2000,NB,100054,1000,003,2024-11-01,EUR,NT30
4500091049,2000,NB,100034,1000,004,2024-12-07,AED,NT60
4500091050,3000,FO,100006,1000,001,2025-04-18,USD,NT60
4500091051,3000,NB,100044,1000,001,2024-03-26,AED,NT45
4500091052,3000,NB,100055,1000,003,2025-03-03,USD,NT60
4500091053,2000,FO,100021,1000,004,2024-02-02,USD,0001
4500091054,1000,NB,100042,2000,003,2024-03-08,AED,NT45
4500091055,1000,NB,100048,2000,001,2024-10-18,USD,NT60
4500091056,1000,NB,100023,1000,004,2025-02-01,EUR,NT30
4500091057,3000,FO,100003,2000,004,2024-03-16,EUR,NT30
4500091058,3000,FO,100019,1000,001,2025-08-17,USD,0001
4500091059,1000,FO,100011,2000,002,2024-10-19,AED,NT30
4500091060,3000,NB,100047,2000,001,2024-02-02,EUR,NT45
4500091061,1000,NB,100015,1000,004,2024-01-15,EUR,0001
4500091062,3000,ZSER,100021,2000,003,2025-07-30,AED,NT45
4500091063,2000,NB,100019,1000,002,2024-06-20,EUR,NT45
4500091064,2000,FO,100004,1000,002,2024-09-18,USD,0001
4500091065,1000,NB,100045,1000,004,2025-07-17,AED,NT45
4500091066,1000,ZSER,100058,2000,001,2025-06-21,AED,NT60
4500091067,2000,FO,100013,1000,003,2025-07-02,AED,0001
4500091068,3000,ZSER,100038,2000,002,2024-06-07,AED,NT60
4500091069,1000,ZSER,100018,1000,002,2025-07-03,AED,NT45
4500091070,3000,NB,100041,1000,001,2024-08-04,EUR,NT60
4500091071,1000,NB,100017,1000,002,2025-12-13,AED,0001
4500091072,2000,ZSER,100052,1000,004,2024-02-28,EUR,0001
4500091073,3000,NB,100056,2000,003,2025-12-03,EUR,NT30
4500091074,1000,ZSER,100034,2000,004,2024-10-09,USD,NT45
4500091075,2000,FO,100032,2000,004,2024-02-27,EUR,0001
4500091076,3000,FO,100005,2000,003,2025-08-07,USD,NT60
4500091077,3000,ZSER,100000,2000,002,2024-11-05,EUR,NT45
4500091078,3000,NB,100050,2000,003,2025-02-24,EUR,NT45
4500091079,3000,ZSER,100034,1000,004,2025-05-19,USD,NT45
4500091080,2000,ZSER,100029,1000,003,2024-07-10,AED,NT45
4500091081,3000,FO,100054,2000,001,2025-11-15,EUR,NT60
4500091082,2000,NB,100046,2000,002,2025-10-12,EUR,NT60
4500091083,3000,FO,100058,2000,001,2024-01-09,EUR,NT45
4500091084,1000,FO,100023,1000,004,2025-08-25,USD,NT60
4500091085,2000,NB,100050,2000,003,2024-06-10,EUR,NT45
4500091086,3000,NB,100014,1000,001,2024-04-16,EUR,NT60
4500091087,1000,NB,100017,2000,003,2024-11-21,AED,NT45
4500091088,1000,FO,100056,2000,004,2024-05-31,USD,0001
4500091089,3000,NB,100041,1000,001,2025-06-15,USD,0001
4500091090,3000,NB,100014,1000,004,2025-08-10,AED,NT30
4500091091,1000,FO,100040,1000,003,2025-05-11,AED,NT60
4500091092,1000,NB,100038,2000,003,2025-09-14,EUR,NT45
4500091093,1000,FO,100002,2000,001,2025-06-07,AED,NT45
4500091094,3000,ZSER,100014,1000,001,2025-07-25,EUR,0001
4500091095,1000,NB,100044,1000,001,2024-06-05,AED,NT60
4500091096,1000,ZSER,100003,2000,002,2025-01-21,EUR,NT30
4500091097,2000,NB,100031,2000,001,2025-11-16,AED,NT60
4500091098,1000,ZSER,100042,2000,003,2025-02-12,EUR,NT30
4500091099,1000,ZSER,100017,2000,003,2024-03-14,EUR,NT60
4500091100,1000,ZSER,100024,2000,004,2025-08-29,AED,0001
4500091101,3000,ZSER,100006,1000,002,2024-05-19,EUR,NT30
4500091102,3000,ZSER,100025,2000,002,2024-02-07,USD,NT45
4500091103,1000,ZSER,100026,1000,003,2024-12-26,USD,NT30
4500091104,3000,FO,100043,1000,002,2025-08-15,USD,NT45
4500091105,2000,FO,100049,2000,003,2024-12-23,AED,0001
4500091106,3000,FO,100025,2000,003,2024-10-31,USD,0001
4500091107,2000,ZSER,100015,1000,004,2024-12-27,USD,NT30
4500091108,1000,FO,100029,2000,001,2024-01-09,USD,NT45
4500091109,1000,FO,100042,2000,003,2025-03-21,EUR,NT45
4500091110,2000,ZSER,100054,2000,003,2024-09-21,USD,NT60
4500091111,3000,ZSER,100042,2000,001,2025-06-29,USD,NT45
4500091112,3000,NB,100008,1000,004,2024-03-03,USD,0001
4500091113,1000,NB,100002,2000,003,2024-09-07,AED,0001
4500091114,2000,FO,100046,2000,004,2025-04-17,USD,NT60
4500091115,2000,FO,100016,2000,002,2025-12-13,USD,NT30
4500091116,3000,NB,100010,1000,002,2025-11-17,USD,NT60
4500091117,3000,FO,100002,1000,003,2025-07-19,EUR,NT30
4500091118,2000,NB,100019,1000,002,2024-07-31,AED,NT60
4500091119,2000,NB,100027,2000,003,2025-02-04,AED,NT45
4500091120,1000,NB,100025,1000,001,2025-08-10,USD,NT30
4500091121,2000,FO,100023,1000,004,2024-01-11,AED,NT60
4500091122,1000,NB,100052,1000,002,2025-05-14,EUR,NT45
4500091123,1000,FO,100051,1000,002,2024-01-17,AED,NT45
4500091124,3000,FO,100041,2000,003,2025-10-13,EUR,NT30
4500091125,2000,ZSER,100050,1000,003,2025-11-24,AED,NT30
4500091126,3000,ZSER,100045,1000,002,2024-09-17,EUR,NT45
4500091127,2000,ZSER,100007,1000,002,2025-06-27,AED,NT60
4500091128,3000,FO,100039,1000,003,2024-09-14,AED,NT30
4500091129,3000,FO,100043,2000,002,2024-11-24,USD,NT30
4500091130,3000,FO,100032,1000,003,2025-09-05,EUR,NT30
4500091131,2000,FO,100012,2000,002,2025-11-29,EUR,0001
4500091132,1000,NB,100030,2000,002,2024-11-22,USD,0001
4500091133,3000,FO,100008,1000,002,2024-01-29,AED,NT60
4500091134,1000,ZSER,100013,2000,003,2024-02-13,AED,0001
4500091135,1000,FO,100042,2000,001,2024-07-03,EUR,NT60
4500091136,3000,ZSER,100006,1000,001,2024-08-16,EUR,NT45
4500091137,3000,ZSER,100023,1000,003,2024-10-30,AED,NT45
4500091138,1000,NB,100053,2000,002,2025-11-20,AED,0001
4500091139,1000,FO,100046,1000,001,2024-05-12,AED,NT45
4500091140,1000,NB,100049,2000,004,2025-12-17,USD,0001
4500091141,3000,ZSER,100026,1000,001,2024-01-22,USD,NT30
4500091142,3000,NB,100017,1000,003,2024-09-07,AED,NT45
4500091143,3000,ZSER,100056,2000,002,2024-07-30,USD,0001
4500091144,1000,ZSER,100004,1000,002,2024-07-13,USD,NT45
4500091145,2000,ZSER,100022,1000,004,2024-07-10,EUR,NT30
4500091146,3000,NB,100015,2000,004,2024-03-17,EUR,NT30
4500091147,3000,FO,100052,2000,003,2024-06-03,AED,0001
4500091148,3000,NB,100027,2000,003,2025-10-05,USD,NT30
4500091149,3000,ZSER,100029,2000,003,2024-11-10,AED,NT60
4500091150,2000,NB,100033,2000,001,2025-10-07,EUR,NT60
4500091151,3000,ZSER,100010,2000,001,2025-11-09,EUR,NT45
4500091152,2000,FO,100002,1000,001,2025-02-10,AED,NT45
4500091153,2000,ZSER,100021,1000,004,2025-05-09,EUR,NT30
4500091154,2000,NB,100024,2000,002,2025-11-26,USD,NT60
4500091155,2000,NB,100007,2000,001,2025-06-27,USD,NT30
4500091156,3000,NB,100008,2000,004,2025-09-07,EUR,NT60
4500091157,1000,NB,100059,1000,001,2025-03-11,AED,NT30
4500091158,2000,FO,100018,1000,004,2025-12-02,EUR,NT45
4500091159,1000,FO,100053,2000,003,2024-03-24,USD,NT30
4500091160,1000,ZSER,100059,1000,004,2025-04-28,EUR,NT45
4500091161,1000,FO,100045,1000,003,2024-11-16,EUR,NT60
4500091162,1000,FO,100033,2000,001,2025-10-14,EUR,0001
4500091163,2000,ZSER,100022,2000,002,2025-08-17,EUR,NT60
4500091164,1000,ZSER,100026,1000,002,2024-03-26,AED,NT45
4500091165,2000,ZSER,100011,2000,004,2024-05-05,EUR,NT45
4500091166,2000,NB,100017,2000,004,2025-01-25,AED,0001
4500091167,3000,FO,100037,2000,004,2025-09-11,EUR,NT60
4500091168,1000,NB,100044,2000,004,2024-02-07,USD,NT30
4500091169,2000,FO,100010,2000,003,2025-10-28,AED,0001
4500091170,1000,NB,100053,1000,001,2025-08-29,EUR,0001
4500091171,1000,FO,100038,1000,003,2025-04-07,AED,NT60
4500091172,3000,NB,100046,1000,003,2024-08-10,EUR,NT30
4500091173,1000,FO,100053,2000,001,2025-07-05,USD,NT45
4500091174,2000,FO,100009,1000,002,2025-07-27,EUR,NT30
4500091175,1000,ZSER,100047,1000,001,2024-05-04,USD,NT45
4500091176,1000,ZSER,100002,2000,001,2025-08-10,AED,NT30
4500091177,1000,FO,100013,1000,003,2025-04-17,AED,0001
4500091178,3000,NB,100038,1000,003,2025-02-14,USD,NT30
4500091179,3000,FO,100005,2000,002,2025-01-10,USD,NT60
4500091180,2000,FO,100058,1000,004,2024-09-02,USD,NT45
4500091181,3000,NB,100029,2000,003,2024-11-27,EUR,NT60
4500091182,1000,NB,100035,2000,002,2025-07-13,USD,NT60
4500091183,3000,ZSER,100029,1000,003,2024-04-28,USD,NT30
4500091184,2000,FO,100039,2000,003,2025-06-05,USD,NT45
4500091185,2000,FO,100050,1000,002,2024-04-18,EUR,NT45
4500091186,3000,NB,100041,1000,002,2025-01-02,EUR,NT60
4500091187,1000,NB,100022,2000,001,2024-09-27,AED,NT45
4500091188,1000,ZSER,100004,2000,003,2024-01-21,USD,NT45
4500091189,3000,NB,100019,1000,003,2024-04-11,AED,0001
4500091190,2000,ZSER,100047,2000,002,2025-02-03,USD,NT45
4500091191,1000,NB,100053,1000,003,2025-09-28,EUR,0001
4500091192,2000,ZSER,100034,1000,001,2025-02-12,USD,NT30
4500091193,3000,NB,100057,1000,003,2025-02-28,USD,0001
4500091194,1000,FO,100001,1000,002,2024-03-02,EUR,NT30
4500091195,3000,FO,100048,1000,002,2024-02-05,USD,NT30
4500091196,1000,NB,100031,1000,003,2024-05-25,EUR,NT60
4500091197,2000,NB,100048,1000,003,2024-11-04,USD,NT30
4500091198,1000,FO,100013,2000,003,2025-11-21,USD,NT45
4500091199,2000,ZSER,100008,2000,003,2024-10-03,USD,0001
4500091200,3000,NB,100020,1000,004,2025-07-03,AED,0001
4500091201,3000,ZSER,100058,2000,003,2024-01-10,EUR,NT60
4500091202,3000,NB,100035,1000,004,2024-03-31,EUR,NT45
4500091203,1000,FO,100047,1000,002,2025-06-25,EUR,NT45
4500091204,1000,NB,100009,1000,002,2024-01-10,AED,0001
4500091205,1000,FO,100033,2000,004,2025-01-20,USD,NT30
4500091206,2000,NB,100005,2000,001,2024-05-04,USD,NT30
4500091207,3000,FO,100000,2000,001,2025-07-08,AED,0001
4500091208,3000,NB,100005,2000,001,2024-04-08,AED,NT60
4500091209,2000,NB,100017,2000,003,2025-02-26,EUR,NT60
4500091210,1000,ZSER,100046,1000,002,2024-01-17,USD,NT45
4500091211,3000,NB,100014,2000,003,2025-01-02,USD,NT45
4500091212,1000,ZSER,100043,1000,003,2025-03-04,EUR,NT30
4500091213,1000,FO,100015,1000,001,2025-06-18,USD,NT45
4500091214,3000,ZSER,100041,2000,001,2024-09-27,EUR,0001
4500091215,1000,FO,100006,1000,001,2025-09-28,EUR,0001
4500091216,1000,NB,100026,2000,001,2025-07-01,AED,NT45
4500091217,2000,ZSER,100056,2000,003,2025-03-28,AED,NT60
4500091218,1000,FO,100009,2000,002,2024-05-08,EUR,NT30
4500091219,2000,ZSER,100010,1000,001,2024-12-31,EUR,NT60
4500091220,2000,NB,100054,2000,002,2025-11-15,EUR,NT60
4500091221,2000,NB,100055,1000,001,2024-01-19,USD,NT30
4500091222,2000,NB,100007,2000,004,2025-12-26,USD,NT45
4500091223,1000,NB,100058,2000,001,2024-02-20,USD,NT45
4500091224,2000,NB,100056,2000,001,2025-10-07,AED,NT60
4500091225,2000,FO,100029,1000,001,2025-06-20,USD,NT45
4500091226,3000,NB,100048,2000,001,2024-02-27,EUR,NT30
4500091227,2000,NB,100012,1000,004,2025-05-11,EUR,NT30
4500091228,2000,FO,100046,2000,001,2025-07-16,USD,NT45
4500091229,2000,ZSER,100038,2000,004,2025-11-15,EUR,0001
4500091230,2000,NB,100053,2000,001,2025-02-20,USD,0001
4500091231,1000,FO,100033,1000,001,2024-09-21,AED,NT45
4500091232,3000,NB,100047,1000,003,2025-03-11,USD,NT30
4500091233,2000,ZSER,100044,1000,002,2024-10-24,AED,NT60
4500091234,2000,FO,100058,1000,004,2025-05-25,AED,0001
4500091235,1000,ZSER,100047,1000,004,2024-04-23,EUR,NT60
4500091236,1000,FO,100031,2000,003,2025-06-02,USD,0001
4500091237,2000,FO,100001,2000,003,2024-06-06,EUR,0001
