MBLNR,MJAHR,ZEILE,BWART,MATNR,MENGE,MEINS,WERKS,LIFNR,EBELN,EBELP
5000001094,2025,0001,102,SERV-6001,128.61,HR,2010,100046,4500091441,00010
5000001095,2024,0001,102,IT-3002,180.15,EA,1010,100047,4500091937,00020
5000001096,2025,0001,101,SPARE-5002,65.08,EA,2010,100044,4500090491,00030
5000001096,2025,0002,102,SPARE-5002,41.47,EA,1010,100044,4500090491,00030
5000001097,2025,0001,101,MRO-1001,189.23,EA,1020,100038,4500091229,00010
5000001097,2025,0002,102,MRO-1001,157.73,EA,2010,100038,4500091229,00010
5000001098,2025,0001,261,IT-3002,107.11,EA,2010,100016,4500091773,00010
5000001098,2025,0002,101,IT-3002,113.04,EA,1020,100016,4500091773,00010
5000001099,2025,0001,261,SPARE-5002,98.99,EA,2010,100019,4500090404,00030
5000001100,2025,0001,102,SERV-6002,13.61,EA,2010,100024,4500091789,00030
5000001100,2025,0002,101,SERV-6002,105.89,EA,1010,100024,4500091789,00030
5000001100,2025,0003,102,SERV-6002,184.26,EA,2010,100024,4500091789,00030
5000001101,2024,0001,101,IT-3002,96.27,EA,2010,100056,4500090580,00010
5000001102,2025,0001,101,IT-3002,178.56,EA,2010,100018,4500090518,00010
5000001102,2025,0002,261,IT-3002,6.2,EA,1010,100018,4500090518,00010
5000001103,2025,0001,102,MRO-1002,84.36,EA,1010,100042,4500091006,00010
5000001103,2025,0002,102,MRO-1002,168.77,EA,2010,100042,4500091006,00010
5000001104,2025,0001,101,OFFC-4001,95.47,EA,1010,100007,4500090974,00030
5000001104,2025,0002,102,OFFC-4001,26.03,EA,1010,100007,4500090974,00030
5000001104,2025,0003,102,OFFC-4001,96.39,EA,1010,100007,4500090974,00030
5000001105,2025,0001,101,MRO-1002,77.92,EA,1010,100025,4500091716,00010
5000001105,2025,0002,101,MRO-1002,174.48,EA,2010,100025,4500091716,00010
5000001106,2024,0001,101,SPARE-5001,65.0,EA,2010,100014,4500090818,00020
5000001106,2024,0002,101,SPARE-5001,172.48,EA,2010,100014,4500090818,00020
5000001106,2024,0003,101,SPARE-5001,12.86,EA,1020,100014,4500090818,00020
5000001107,2024,0001,102,MRO-1002,109.0,EA,1010,100029,4500091560,00040
5000001108,2025,0001,102,SERV-6001,62.73,HR,1010,100046,4500091082,00020
5000001109,2024,0001,261,IT-3002,199.06,EA,1010,100046,4500091210,00040
5000001110,2024,0001,102,SERV-6002,168.01,EA,1010,100029,4500090851,00010
5000001111,2025,0001,102,FUEL-2001,133.2,L,1020,100038,4500090986,00020
5000001111,2025,0002,261,FUEL-2001,57.98,L,1020,100038,4500090986,00020
5000001112,2025,0001,102,SERV-6002,163.51,EA,1010,100027,4500090958,00010
5000001113,2025,0001,101,OFFC-4001,100.68,EA,1020,100040,4500090142,00030
5000001113,2025,0002,261,OFFC-4001,103.19,EA,1020,100040,4500090142,00030
5000001113,2025,0003,101,OFFC-4001,69.29,EA,1020,100040,4500090142,00030
5000001114,2025,0001,261,FUEL-2001,119.71,L,2010,100022,4500090405,00010
5000001114,2025,0002,102,FUEL-2001,122.84,L,2010,100022,4500090405,00010
5000001114,2025,0003,261,FUEL-2001,170.65,L,1020,100022,4500090405,00010
5000001115,2024,0001,101,FUEL-2001,36.06,L,2010,100023,4500090765,00040
5000001116,2025,0001,102,MRO-1001,155.37,EA,1020,100012,4500090659,00020
5000001116,2025,0002,261,MRO-1001,12.8,EA,1010,100012,4500090659,00020
5000001117,2024,0001,101,SPARE-5002,109.25,EA,1020,100015,4500090445,00010
5000001117,2024,0002,102,SPARE-5002,190.77,EA,2010,100015,4500090445,00010
5000001118,2025,0001,102,IT-3002,14.0,EA,1010,100022,4500091884,00010
5000001118,2025,0002,261,IT-3002,56.72,EA,1020,100022,4500091884,00010
5000001118,2025,0003,101,IT-3002,109.68,EA,2010,100022,4500091884,00010
5000001119,2025,0001,102,SERV-6002,23.55,EA,1010,100046,4500091210,00010
5000001119,2025,0002,101,SERV-6002,23.75,EA,1020,100046,4500091210,00010
5000001120,2025,0001,101,MRO-1001,2.1,EA,1020,100030,4500090133,00010
5000001120,2025,0002,101,MRO-1001,160.51,EA,2010,100030,4500090133,00010
5000001121,2025,0001,261,MRO-1002,161.08,EA,1010,100018,4500091376,00030
5000001121,2025,0002,101,MRO-1002,171.04,EA,1020,100018,4500091376,00030
5000001121,2025,0003,101,MRO-1002,62.49,EA,2010,100018,4500091376,00030
5000001122,2024,0001,102,SERV-6001,45.09,HR,1010,100042,4500091851,00010
5000001122,2024,0002,261,SERV-6001,157.44,HR,1020,100042,4500091851,00010
5000001123,2024,0001,102,IT-3002,20.91,EA,1010,100047,4500090652,00040
5000001123,2024,0002,261,IT-3002,32.55,EA,1010,100047,4500090652,00040
5000001123,2024,0003,261,IT-3002,134.48,EA,1010,100047,4500090652,00040
5000001124,2024,0001,102,FUEL-2001,171.46,L,1010,100021,4500090437,00020
5000001124,2024,0002,261,FUEL-2001,46.37,L,1010,100021,4500090437,00020
5000001124,2024,0003,261,FUEL-2001,9.98,L,1010,100021,4500090437,00020
5000001125,2024,0001,261,FUEL-2001,118.67,L,1020,100046,4500091837,00010
5000001125,2024,0002,261,FUEL-2001,98.17,L,2010,100046,4500091837,00010
5000001125,2024,0003,261,FUEL-2001,144.78,L,1010,100046,4500091837,00010
5000001126,2024,0001,101,SERV-6002,161.11,EA,1020,100006,4500090736,00020
5000001126,2024,0002,101,SERV-6002,23.0,EA,1020,100006,4500090736,00020
5000001126,2024,0003,261,SERV-6002,28.76,EA,2010,100006,4500090736,00020
5000001127,2024,0001,102,IT-3001,175.19,EA,1020,100020,4500091671,00020
5000001127,2024,0002,102,IT-3001,130.34,EA,1010,100020,4500091671,00020
5000001127,2024,0003,102,IT-3001,128.87,EA,1020,100020,4500091671,00020
5000001128,2025,0001,102,MRO-1001,74.37,EA,1010,100047,4500091999,00010
5000001129,2025,0001,102,SPARE-5001,173.63,EA,1010,100020,4500091200,00030
5000001129,2025,0002,261,SPARE-5001,148.21,EA,1010,100020,4500091200,00030
5000001130,2024,0001,101,SERV-6001,72.97,HR,2010,100040,4500090938,00010
5000001130,2024,0002,261,SERV-6001,183.64,HR,1010,100040,4500090938,00010
5000001130,2024,0003,261,SERV-6001,78.44,HR,1020,100040,4500090938,00010
5000001131,2024,0001,101,IT-3001,194.96,EA,2010,100059,4500090949,00030
5000001132,2024,0001,101,SERV-6001,109.45,HR,2010,100021,4500090034,00020
5000001133,2024,0001,261,SERV-6001,60.63,HR,1020,100047,4500090023,00020
5000001134,2024,0001,102,OFFC-4001,34.48,EA,1020,100050,4500091125,00020
5000001134,2024,0002,101,OFFC-4001,51.22,EA,1020,100050,4500091125,00020
5000001134,2024,0003,261,OFFC-4001,147.51,EA,1020,100050,4500091125,00020
5000001135,2025,0001,102,OFFC-4001,186.32,EA,2010,100001,4500090750,00030
5000001135,2025,0002,102,OFFC-4001,194.52,EA,1020,100001,4500090750,00030
5000001136,2025,0001,101,MRO-1001,106.12,EA,2010,100002,4500090068,00020
5000001136,2025,0002,261,MRO-1001,20.4,EA,1020,100002,4500090068,00020
5000001136,2025,0003,101,MRO-1001,47.37,EA,1020,100002,4500090068,00020
5000001137,2025,0001,101,SPARE-5001,158.46,EA,1010,100024,4500090274,00020
5000001137,2025,0002,102,SPARE-5001,25.29,EA,1020,100024,4500090274,00020
5000001138,2024,0001,102,IT-3001,87.52,EA,2010,100012,4500090715,00010
5000001138,2024,0002,102,IT-3001,43.73,EA,2010,100012,4500090715,00010
5000001138,2024,0003,261,IT-3001,181.83,EA,2010,100012,4500090715,00010
5000001139,2024,0001,261,OFFC-4001,45.36,EA,1010,100003,4500091452,00040
5000001140,2024,0001,101,SPARE-5002,95.91,EA,2010,100037,4500090410,00020
5000001141,2024,0001,261,SERV-6001,65.42,HR,1010,100059,4500090949,00020
5000001141,2024,0002,102,SERV-6001,73.97,HR,1010,100059,4500090949,00020
5000001142,2024,0001,261,SPARE-5002,20.79,EA,1020,100008,4500090531,00020
5000001143,2025,0001,261,MRO-1001,157.63,EA,1020,100041,4500090902,00040
5000001143,2025,0002,101,MRO-1001,132.22,EA,2010,100041,4500090902,00040
5000001143,2025,0003,261,MRO-1001,35.99,EA,1010,100041,4500090902,00040
5000001144,2025,0001,261,SERV-6002,52.58,EA,1020,100040,4500091597,00020
5000001144,2025,0002,102,SERV-6002,198.49,EA,2010,100040,4500091597,00020
5000001144,2025,0003,261,SERV-6002,155.63,EA,1010,100040,4500091597,00020
5000001145,2025,0001,102,SERV-6001,30.81,HR,1010,100047,4500090652,00020
5000001146,2025,0001,102,MRO-1002,52.87,EA,1010,100025,4500090924,00010
5000001147,2024,0001,102,SPARE-5002,151.23,EA,2010,100028,4500090792,00010
5000001147,2024,0002,102,SPARE-5002,39.01,EA,2010,100028,4500090792,00010
5000001148,2024,0001,102,SERV-6002,93.21,EA,1020,100027,4500091801,00020
5000001148,2024,0002,261,SERV-6002,23.04,EA,2010,100027,4500091801,00020
5000001148,2024,0003,101,SERV-6002,149.69,EA,1020,100027,4500091801,00020
5000001149,2024,0001,102,SPARE-5001,83.4,EA,1010,100020,4500091849,00040
5000001149,2024,0002,261,SPARE-5001,127.21,EA,2010,100020,4500091849,00040
5000001149,2024,0003,101,SPARE-5001,128.13,EA,1010,100020,4500091849,00040
5000001150,2024,0001,102,SPARE-5001,131.88,EA,1020,100033,4500091939,00020
5000001150,2024,0002,102,SPARE-5001,82.89,EA,2010,100033,4500091939,00020
5000001151,2024,0001,102,OFFC-4001,174.27,EA,1010,100047,4500091973,00020
5000001151,2024,0002,102,OFFC-4001,166.51,EA,1010,100047,4500091973,00020
5000001152,2024,0001,102,FUEL-2001,23.34,L,1010,100038,4500091355,00010
5000001153,2024,0001,261,OFFC-4001,172.93,EA,2010,100002,4500090947,00020
5000001154,2025,0001,261,SPARE-5001,184.74,EA,1020,100032,4500091075,00010
5000001155,2024,0001,102,OFFC-4001,72.44,EA,1020,100023,4500090694,00020
5000001156,2024,0001,101,OFFC-4001,79.77,EA,1020,100025,4500091625,00010
5000001156,2024,0002,101,OFFC-4001,65.82,EA,1010,100025,4500091625,00010
5000001156,2024,0003,101,OFFC-4001,80.61,EA,2010,100025,4500091625,00010
5000001157,2024,0001,101,OFFC-4001,123.92,EA,2010,100016,4500090791,00010
5000001157,2024,0002,261,OFFC-4001,41.5,EA,2010,100016,4500090791,00010
5000001158,2024,0001,101,SPARE-5001,124.56,EA,1020,100046,4500091278,00020
5000001158,2024,0002,102,SPARE-5001,33.6,EA,1010,100046,4500091278,00020
5000001159,2024,0001,102,OFFC-4001,91.46,EA,1010,100019,4500091058,00020
5000001160,2025,0001,261,SPARE-5001,96.05,EA,1010,100008,4500091721,00020
5000001160,2025,0002,101,SPARE-5001,86.8,EA,2010,100008,4500091721,00020
5000001161,2024,0001,101,SERV-6002,24.95,EA,2010,100040,4500090298,00020
5000001162,2025,0001,102,SERV-6001,162.46,HR,1020,100058,4500091496,00010
5000001162,2025,0002,102,SERV-6001,97.82,HR,2010,100058,4500091496,00010
5000001162,2025,0003,101,SERV-6001,5.8,HR,1020,100058,4500091496,00010
5000001163,2024,0001,102,IT-3002,118.17,EA,1020,100016,4500091115,00020
5000001163,2024,0002,261,IT-3002,21.14,EA,1020,100016,4500091115,00020
5000001163,2024,0003,101,IT-3002,92.58,EA,1010,100016,4500091115,00020
5000001164,2024,0001,101,OFFC-4001,8.68,EA,1020,100053,4500090882,00020
5000001164,2024,0002,261,OFFC-4001,106.6,EA,1010,100053,4500090882,00020
5000001165,2025,0001,261,SPARE-5002,98.64,EA,1010,100057,4500090668,00010
5000001165,2025,0002,261,SPARE-5002,125.83,EA,1020,100057,4500090668,00010
5000001166,2025,0001,102,SERV-6002,111.27,EA,1010,100055,4500090707,00010
5000001166,2025,0002,261,SERV-6002,77.42,EA,1020,100055,4500090707,00010
5000001166,2025,0003,261,SERV-6002,193.54,EA,2010,100055,4500090707,00010
5000001167,2024,0001,261,SPARE-5001,24.31,EA,1010,100002,4500091722,00010
5000001167,2024,0002,102,SPARE-5001,169.12,EA,2010,100002,4500091722,00010
5000001167,2024,0003,261,SPARE-5001,92.99,EA,1020,100002,4500091722,00010
5000001168,2025,0001,101,MRO-1002,124.42,EA,1020,100007,4500090973,00010
5000001169,2024,0001,101,SPARE-5002,170.74,EA,1020,100010,4500090842,00010
5000001169,2024,0002,261,SPARE-5002,20.74,EA,1020,100010,4500090842,00010
5000001169,2024,0003,101,SPARE-5002,181.64,EA,2010,100010,4500090842,00010
5000001170,2025,0001,101,IT-3002,114.33,EA,2010,100053,4500091992,00010
5000001170,2025,0002,102,IT-3002,47.23,EA,1020,100053,4500091992,00010
5000001170,2025,0003,261,IT-3002,149.15,EA,1020,100053,4500091992,00010
5000001171,2024,0001,102,OFFC-4001,26.49,EA,1010,100015,4500091399,00020
5000001172,2024,0001,101,IT-3001,52.11,EA,2010,100027,4500091314,00010
5000001172,2024,0002,261,IT-3001,55.86,EA,2010,100027,4500091314,00010
5000001173,2025,0001,101,MRO-1002,92.43,EA,1010,100023,4500090634,00010
5000001174,2025,0001,101,OFFC-4001,197.07,EA,1020,100005,4500091784,00030
5000001174,2025,0002,261,OFFC-4001,184.07,EA,2010,100005,4500091784,00030
5000001174,2025,0003,261,OFFC-4001,145.54,EA,2010,100005,4500091784,00030
5000001175,2024,0001,102,MRO-1001,141.54,EA,1020,100045,4500091311,00010
5000001175,2024,0002,102,MRO-1001,52.93,EA,1010,100045,4500091311,00010
5000001176,2025,0001,101,MRO-1002,181.25,EA,1010,100058,4500091813,00020
5000001177,2024,0001,261,SERV-6001,83.23,HR,1010,100013,4500090975,00010
5000001178,2025,0001,102,SPARE-5002,198.57,EA,1020,100013,4500091548,00010
5000001178,2025,0002,102,SPARE-5002,194.73,EA,1010,100013,4500091548,00010
5000001179,2025,0001,261,FUEL-2001,35.94,L,2010,100057,4500090968,00040
5000001180,2024,0001,102,FUEL-2001,178.13,L,1010,100038,4500091712,00020
5000001181,2024,0001,102,SERV-6002,195.12,EA,1020,100025,4500091488,00010
5000001181,2024,0002,101,SERV-6002,89.4,EA,1020,100025,4500091488,00010
5000001182,2025,0001,261,OFFC-4001,136.36,EA,1020,100023,4500091860,00010
5000001182,2025,0002,101,OFFC-4001,144.81,EA,1020,100023,4500091860,00010
5000001182,2025,0003,102,OFFC-4001,94.23,EA,1010,100023,4500091860,00010
5000001183,2024,0001,261,IT-3001,190.14,EA,1020,100017,4500090434,00010
5000001184,2025,0001,261,FUEL-2001,168.35,L,1010,100050,4500091940,00040
5000001184,2025,0002,261,FUEL-2001,86.45,L,2010,100050,4500091940,00040
5000001184,2025,0003,101,FUEL-2001,98.53,L,2010,100050,4500091940,00040
5000001185,2025,0001,102,OFFC-4001,114.25,EA,1020,100029,4500090368,00020
5000001186,2024,0001,101,SERV-6001,32.87,HR,1010,100058,4500091309,00010
5000001187,2025,0001,101,IT-3001,102.81,EA,1010,100031,4500090801,00020
5000001188,2024,0001,261,IT-3001,62.85,EA,1010,100025,4500090795,00010
5000001189,2025,0001,261,SERV-6001,125.52,HR,1010,100045,4500090838,00040
5000001190,2024,0001,102,SERV-6002,22.08,EA,1010,100050,4500090075,00030
5000001190,2024,0002,261,SERV-6002,157.62,EA,1020,100050,4500090075,00030
5000001190,2024,0003,102,SERV-6002,70.28,EA,1020,100050,4500090075,00030
5000001191,2024,0001,261,SPARE-5002,123.08,EA,1010,100019,4500091019,00020
5000001191,2024,0002,102,SPARE-5002,61.33,EA,2010,100019,4500091019,00020
5000001192,2024,0001,101,MRO-1001,102.74,EA,2010,100042,4500091054,00010
5000001192,2024,0002,102,MRO-1001,74.78,EA,1020,100042,4500091054,00010
5000001193,2024,0001,101,IT-3001,58.06,EA,1010,100059,4500090492,00010
5000001193,2024,0002,101,IT-3001,81.66,EA,1020,100059,4500090492,00010
5000001193,2024,0003,101,IT-3001,162.53,EA,2010,100059,4500090492,00010
5000001194,2025,0001,101,SPARE-5001,120.34,EA,2010,100032,4500091634,00020
5000001194,2025,0002,101,SPARE-5001,83.49,EA,2010,100032,4500091634,00020
5000001195,2024,0001,102,IT-3002,15.22,EA,1020,100053,4500091793,00040
5000001196,2025,0001,101,MRO-1002,45.49,EA,1020,100006,4500090984,00010
5000001196,2025,0002,102,MRO-1002,85.36,EA,2010,100006,4500090984,00010
5000001196,2025,0003,101,MRO-1002,175.44,EA,1020,100006,4500090984,00010
5000001197,2025,0001,101,IT-3002,38.69,EA,1010,100031,4500091744,00030
5000001197,2025,0002,101,IT-3002,129.25,EA,1020,100031,4500091744,00030
5000001197,2025,0003,102,IT-3002,123.96,EA,1010,100031,4500091744,00030
5000001198,2024,0001,101,SERV-6002,144.07,EA,2010,100017,4500091099,00010
5000001198,2024,0002,261,SERV-6002,166.6,EA,1020,100017,4500091099,00010
5000001199,2025,0001,102,SPARE-5001,128.64,EA,1010,100023,4500090681,00030
5000001199,2025,0002,101,SPARE-5001,114.11,EA,1020,100023,4500090681,00030
5000001199,2025,0003,261,SPARE-5001,152.56,EA,1020,100023,4500090681,00030
5000001200,2024,0001,102,SERV-6002,181.05,EA,1020,100046,4500090655,00010
5000001201,2024,0001,261,MRO-1002,129.36,EA,2010,100009,4500090625,00030
5000001201,2024,0002,102,MRO-1002,127.5,EA,1010,100009,4500090625,00030
5000001201,2024,0003,101,MRO-1002,164.67,EA,1010,100009,4500090625,00030
5000001202,2025,0001,261,MRO-1002,110.77,EA,1020,100016,4500090660,00040
5000001202,2025,0002,102,MRO-1002,109.73,EA,1010,100016,4500090660,00040
5000001202,2025,0003,261,MRO-1002,181.7,EA,1010,100016,4500090660,00040
5000001203,2024,0001,101,IT-3001,60.38,EA,1010,100012,4500090715,00010
5000001203,2024,0002,101,IT-3001,13.66,EA,1020,100012,4500090715,00010
5000001203,2024,0003,102,IT-3001,129.31,EA,1020,100012,4500090715,00010
5000001204,2024,0001,261,IT-3002,64.02,EA,2010,100057,4500091534,00030
5000001205,2024,0001,101,IT-3002,173.04,EA,1010,100010,4500090802,00010
5000001205,2024,0002,102,IT-3002,46.0,EA,1010,100010,4500090802,00010
5000001206,2024,0001,261,MRO-1001,140.36,EA,1010,100002,4500091900,00020
5000001206,2024,0002,102,MRO-1001,55.5,EA,1010,100002,4500091900,00020
5000001207,2025,0001,102,OFFC-4001,182.06,EA,2010,100017,4500091071,00010
5000001208,2024,0001,101,OFFC-4001,54.93,EA,1020,100035,4500090871,00030
5000001208,2024,0002,261,OFFC-4001,167.46,EA,1020,100035,4500090871,00030
5000001209,2024,0001,101,FUEL-2001,143.96,L,1010,100034,4500091079,00030
5000001209,2024,0002,261,FUEL-2001,187.01,L,1020,100034,4500091079,00030
5000001210,2025,0001,261,MRO-1002,101.37,EA,1010,100011,4500090179,00030
5000001211,2024,0001,102,SPARE-5002,7.08,EA,2010,100039,4500091930,00010
5000001212,2025,0001,261,OFFC-4001,82.52,EA,1010,100054,4500091048,00020
5000001212,2025,0002,102,OFFC-4001,33.71,EA,1020,100054,4500091048,00020
5000001212,2025,0003,101,OFFC-4001,7.94,EA,1010,100054,4500091048,00020
5000001213,2024,0001,101,IT-3001,115.12,EA,1010,100008,4500091646,00020
5000001214,2025,0001,261,IT-3002,77.34,EA,2010,100021,4500091446,00010
5000001214,2025,0002,261,IT-3002,49.16,EA,1020,100021,4500091446,00010
5000001215,2025,0001,102,IT-3002,40.05,EA,2010,100013,4500090129,00010
5000001215,2025,0002,261,IT-3002,59.89,EA,1020,100013,4500090129,00010
5000001215,2025,0003,102,IT-3002,155.86,EA,1020,100013,4500090129,00010
5000001216,2025,0001,101,SERV-6001,198.45,HR,1020,100025,4500091281,00010
5000001216,2025,0002,261,SERV-6001,168.06,HR,1020,100025,4500091281,00010
5000001216,2025,0003,102,SERV-6001,157.08,HR,1010,100025,4500091281,00010
5000001217,2024,0001,101,IT-3002,80.14,EA,1010,100040,4500090403,00020
5000001218,2024,0001,261,MRO-1002,137.29,EA,2010,100038,4500091092,00030
5000001218,2024,0002,102,MRO-1002,151.12,EA,1010,100038,4500091092,00030
5000001218,2024,0003,102,MRO-1002,15.46,EA,1010,100038,4500091092,00030
5000001219,2024,0001,102,SPARE-5002,34.54,EA,1010,100051,4500091986,00010
5000001220,2025,0001,102,SPARE-5002,124.38,EA,1020,100004,4500091807,00040
5000001220,2025,0002,261,SPARE-5002,166.98,EA,1020,100004,4500091807,00040
5000001221,2024,0001,102,IT-3001,108.61,EA,1020,100018,4500091158,00010
5000001221,2024,0002,261,IT-3001,103.34,EA,2010,100018,4500091158,00010
5000001222,2024,0001,261,SPARE-5002,157.07,EA,1020,100040,4500090142,00010
5000001223,2025,0001,261,SERV-6001,166.7,HR,1020,100051,4500091686,00010
5000001223,2025,0002,102,SERV-6001,169.13,HR,1020,100051,4500091686,00010
5000001223,2025,0003,101,SERV-6001,30.07,HR,1020,100051,4500091686,00010
5000001224,2025,0001,102,SERV-6001,10.65,HR,2010,100025,4500091895,00010
5000001224,2025,0002,261,SERV-6001,27.42,HR,2010,100025,4500091895,00010
5000001224,2025,0003,261,SERV-6001,115.19,HR,1010,100025,4500091895,00010
5000001225,2025,0001,101,IT-3001,11.17,EA,2010,100054,4500090604,00010
5000001225,2025,0002,101,IT-3001,66.61,EA,1010,100054,4500090604,00010
5000001226,2025,0001,102,SPARE-5001,159.71,EA,1020,100012,4500090523,00020
5000001227,2024,0001,101,IT-3002,71.33,EA,2010,100007,4500091466,00040
5000001227,2024,0002,102,IT-3002,21.12,EA,1010,100007,4500091466,00040
5000001227,2024,0003,261,IT-3002,90.33,EA,2010,100007,4500091466,00040
5000001228,2025,0001,101,SERV-6002,28.84,EA,1020,100015,4500090335,00020
5000001229,2025,0001,261,IT-3002,4.46,EA,1010,100000,4500091705,00040
5000001229,2025,0002,102,IT-3002,35.39,EA,1020,100000,4500091705,00040
5000001229,2025,0003,101,IT-3002,28.29,EA,1010,100000,4500091705,00040
5000001230,2024,0001,102,SERV-6001,62.7,HR,2010,100026,4500090357,00040
5000001230,2024,0002,102,SERV-6001,4.06,HR,2010,100026,4500090357,00040
5000001230,2024,0003,102,SERV-6001,151.54,HR,2010,100026,4500090357,00040
5000001231,2024,0001,261,SPARE-5001,19.63,EA,1010,100041,4500090237,00030
5000001231,2024,0002,102,SPARE-5001,21.36,EA,1020,100041,4500090237,00030
5000001232,2025,0001,261,SERV-6002,127.2,EA,1020,100046,4500091587,00030
5000001233,2025,0001,102,SPARE-5002,38.87,EA,1020,100045,4500090308,00010
5000001234,2024,0001,101,SPARE-5001,188.21,EA,1020,100013,4500090553,00020
5000001234,2024,0002,101,SPARE-5001,57.47,EA,1010,100013,4500090553,00020
5000001234,2024,0003,101,SPARE-5001,32.48,EA,1020,100013,4500090553,00020
5000001235,2024,0001,102,MRO-1002,40.8,EA,1010,100054,4500091823,00010
5000001235,2024,0002,102,MRO-1002,68.09,EA,1010,100054,4500091823,00010
5000001235,2024,0003,101,MRO-1002,32.12,EA,1010,100054,4500091823,00010
5000001236,2024,0001,102,FUEL-2001,86.14,L,1020,100042,4500090807,00010
5000001236,2024,0002,102,FUEL-2001,77.3,L,1020,100042,4500090807,00010
5000001236,2024,0003,261,FUEL-2001,193.44,L,2010,100042,4500090807,00010
5000001237,2024,0001,261,OFFC-4001,57.16,EA,2010,100006,4500090650,00040
5000001238,2024,0001,261,SERV-6001,179.82,HR,2010,100020,4500090306,00030
5000001239,2024,0001,101,MRO-1001,151.48,EA,1020,100001,4500091949,00020
5000001240,2025,0001,261,MRO-1002,33.56,EA,2010,100013,4500090360,00010
5000001240,2025,0002,101,MRO-1002,178.11,EA,1010,100013,4500090360,00010
5000001240,2025,0003,102,MRO-1002,160.04,EA,1020,100013,4500090360,00010
5000001241,2025,0001,102,IT-3002,56.76,EA,1020,100044,4500091766,00030
5000001241,2025,0002,101,IT-3002,102.13,EA,2010,100044,4500091766,00030
5000001241,2025,0003,261,IT-3002,35.97,EA,1010,100044,4500091766,00030
5000001242,2025,0001,102,SERV-6002,170.47,EA,2010,100056,4500090853,00020
5000001242,2025,0002,102,SERV-6002,194.92,EA,2010,100056,4500090853,00020
5000001242,2025,0003,102,SERV-6002,135.89,EA,1020,100056,4500090853,00020
5000001243,2025,0001,102,IT-3002,173.12,EA,2010,100005,4500090684,00010
5000001244,2025,0001,101,FUEL-2001,28.51,L,1010,100027,4500090529,00020
5000001245,2024,0001,101,SERV-6002,72.16,EA,2010,100048,4500091284,00040
5000001245,2024,0002,101,SERV-6002,182.38,EA,1020,100048,4500091284,00040
5000001246,2024,0001,102,FUEL-2001,133.59,L,1010,100015,4500091213,00010
5000001246,2024,0002,102,FUEL-2001,17.61,L,1020,100015,4500091213,00010
5000001246,2024,0003,261,FUEL-2001,117.02,L,1010,100015,4500091213,00010
5000001247,2025,0001,102,FUEL-2001,112.52,L,1010,100008,4500090895,00010
5000001248,2024,0001,261,MRO-1001,89.05,EA,1020,100000,4500090600,00010
5000001249,2024,0001,101,SPARE-5001,54.0,EA,1020,100036,4500091430,00010
5000001249,2024,0002,101,SPARE-5001,138.89,EA,1020,100036,4500091430,00010
5000001250,2024,0001,101,SPARE-5001,52.02,EA,1020,100036,4500091025,00030
5000001250,2024,0002,101,SPARE-5001,6.3,EA,2010,100036,4500091025,00030
5000001251,2024,0001,102,SERV-6002,194.39,EA,1010,100015,4500090087,00020
5000001251,2024,0002,102,SERV-6002,155.3,EA,1010,100015,4500090087,00020
5000001252,2025,0001,101,FUEL-2001,92.98,L,1020,100038,4500090233,00020
5000001252,2025,0002,102,FUEL-2001,76.59,L,2010,100038,4500090233,00020
5000001252,2025,0003,261,FUEL-2001,156.65,L,1020,100038,4500090233,00020
5000001253,2025,0001,101,SPARE-5002,179.02,EA,1010,100013,4500091546,00010
5000001253,2025,0002,102,SPARE-5002,102.48,EA,2010,100013,4500091546,00010
5000001253,2025,0003,101,SPARE-5002,36.06,EA,2010,100013,4500091546,00010
5000001254,2025,0001,261,IT-3001,29.78,EA,1010,100006,4500091608,00010
5000001254,2025,0002,101,IT-3001,56.64,EA,2010,100006,4500091608,00010
5000001254,2025,0003,261,IT-3001,122.9,EA,2010,100006,4500091608,00010
5000001255,2024,0001,261,IT-3001,15.58,EA,1020,100032,4500091508,00020
5000001255,2024,0002,261,IT-3001,170.96,EA,1020,100032,4500091508,00020
5000001255,2024,0003,261,IT-3001,110.73,EA,1010,100032,4500091508,00020
5000001256,2024,0001,101,MRO-1002,112.25,EA,1020,100049,4500091498,00010
5000001256,2024,0002,101,MRO-1002,29.5,EA,2010,100049,4500091498,00010
5000001257,2025,0001,102,FUEL-2001,170.31,L,1020,100032,4500091283,00020
5000001258,2024,0001,261,SERV-6001,39.65,HR,2010,100045,4500091504,00030
5000001258,2024,0002,261,SERV-6001,148.09,HR,1020,100045,4500091504,00030
5000001259,2025,0001,101,FUEL-2001,71.61,L,1010,100049,4500090225,00010
5000001259,2025,0002,261,FUEL-2001,6.24,L,1020,100049,4500090225,00010
5000001260,2024,0001,101,SERV-6002,23.6,EA,2010,100029,4500091635,00040
5000001260,2024,0002,102,SERV-6002,199.78,EA,1010,100029,4500091635,00040
5000001261,2025,0001,102,IT-3001,198.47,EA,1020,100033,4500090487,00020
5000001262,2025,0001,102,OFFC-4001,108.47,EA,1020,100041,4500091214,00010
5000001263,2025,0001,101,IT-3002,73.72,EA,1010,100011,4500091266,00010
5000001263,2025,0002,101,IT-3002,118.09,EA,1010,100011,4500091266,00010
5000001264,2024,0001,261,MRO-1001,110.71,EA,2010,100014,4500091012,00030
5000001265,2024,0001,101,IT-3002,56.23,EA,1020,100004,4500091188,00010
5000001266,2025,0001,102,FUEL-2001,153.06,L,1010,100051,4500090283,00010
