EBELN,EBELP,MATNR,TXZ01,WERKS,MATKL,MENGE,MEINS,NETPR,PEINH,NETWR
4500091006,00010,MRO-1002,Landing Gear Bushing,1020,MRO,164.34,EA,4715.05,1,774871.32
4500091006,00020,MRO-1001,Hydraulic Pump Assembly,2010,MRO,56.21,EA,4917.3,1,276401.43
4500091006,00030,SERV-6002,Cleaning Service Cycle,2010,SERV,340.08,EA,487.53,1,165799.2
4500091007,00010,SPARE-5002,Brake Disc Assembly,1010,SPARE,40.22,EA,5468.47,1,219941.86
4500091008,00010,SPARE-5001,Turbine Blade Set,1010,SPARE,487.96,EA,5188.0,1,2531536.48
4500091008,00020,SERV-6001,Ground Handling Labor Hr,2010,SERV,290.06,HR,2634.68,1,764215.28
4500091009,00010,IT-3002,Network Switch 24-port,1010,IT,265.65,EA,4651.3,1,1235617.84
4500091009,00020,MRO-1001,Hydraulic Pump Assembly,1020,MRO,147.37,EA,3023.16,1,445523.09
4500091010,00010,OFFC-4001,Printer Toner Cartridge,1010,OFFC,394.8,EA,2111.8,1,833738.64
4500091011,00010,SERV-6002,Cleaning Service Cycle,1020,SERV,225.86,EA,7624.87,1,1722153.14
4500091012,00010,IT-3002,Network Switch 24-port,1010,IT,399.67,EA,7009.57,1,2801514.84
4500091012,00020,FUEL-2001,Jet A-1 Fuel,1020,FUEL,385.44,L,2705.33,1,1042742.4
4500091012,00030,MRO-1001,Hydraulic Pump Assembly,2010,MRO,55.09,EA,5068.34,1,279214.85
4500091013,00010,FUEL-2001,Jet A-1 Fuel,1020,FUEL,76.93,L,1464.73,1,112681.68
4500091014,00010,SERV-6002,Cleaning Service Cycle,1010,SERV,34.6,EA,241.44,1,8353.82
4500091014,00020,FUEL-2001,Jet A-1 Fuel,1010,FUEL,141.18,L,7868.28,1,1110843.77
4500091014,00030,OFFC-4001,Printer Toner Cartridge,1020,OFFC,455.45,EA,6817.26,1,3104921.07
4500091015,00010,SPARE-5002,Brake Disc Assembly,1020,SPARE,294.82,EA,7856.19,1,2316161.94
4500091016,00010,MRO-1001,Hydraulic Pump Assembly,1010,MRO,465.56,EA,2200.11,1,1024283.21
4500091016,00020,SPARE-5001,Turbine Blade Set,2010,SPARE,396.47,EA,6824.88,1,2705860.17
4500091016,00030,SPARE-5001,Turbine Blade Set,1010,SPARE,38.99,EA,5848.97,1,228051.34
4500091016,00040,MRO-1001,Hydraulic Pump Assembly,2010,MRO,102.74,EA,2024.8,1,208027.95
4500091017,00010,SPARE-5002,Brake Disc Assembly,2010,SPARE,277.5,EA,7790.15,1,2161766.62
4500091018,00010,SERV-6001,Ground Handling Labor Hr,1020,SERV,162.83,HR,2040.68,1,332283.92
4500091018,00020,MRO-1001,Hydraulic Pump Assembly,1020,MRO,16.69,EA,7557.69,1,126137.85
4500091019,00010,MRO-1002,Landing Gear Bushing,1010,MRO,56.59,EA,7556.83,1,427641.01
4500091019,00020,SPARE-5002,Brake Disc Assembly,2010,SPARE,143.45,EA,4307.39,1,617895.1
4500091020,00010,IT-3001,Ruggedized Laptop,2010,IT,332.58,EA,5167.62,1,1718647.06
4500091020,00020,FUEL-2001,Jet A-1 Fuel,2010,FUEL,245.15,L,265.03,1,64972.1
4500091021,00010,MRO-1002,Landing Gear Bushing,1010,MRO,303.76,EA,3108.46,1,944225.81
4500091022,00010,SERV-6001,Ground Handling Labor Hr,2010,SERV,252.02,HR,1175.71,1,296302.43
4500091022,00020,IT-3001,Ruggedized Laptop,1020,IT,166.18,EA,1851.56,1,307692.24
4500091022,00030,MRO-1001,Hydraulic Pump Assembly,2010,MRO,18.85,EA,7368.24,1,138891.32
4500091023,00010,SERV-6001,Ground Handling Labor Hr,1020,SERV,452.6,HR,6743.63,1,3052166.94
4500091023,00020,FUEL-2001,Jet A-1 Fuel,2010,FUEL,140.15,L,2050.06,1,287315.91
4500091023,00030,OFFC-4001,Printer Toner Cartridge,2010,OFFC,131.56,EA,3431.43,1,451438.93
4500091024,00010,SERV-6001,Ground Handling Labor Hr,2010,SERV,54.47,HR,5141.46,1,280055.33
4500091024,00020,OFFC-4001,Printer Toner Cartridge,1010,OFFC,121.22,EA,4774.14,1,578721.25
4500091024,00030,SERV-6001,Ground Handling Labor Hr,2010,SERV,228.79,HR,4028.67,1,921719.41
4500091024,00040,IT-3002,Network Switch 24-port,2010,IT,437.19,EA,5888.02,1,2574183.46
4500091025,00010,SERV-6002,Cleaning Service Cycle,1010,SERV,351.84,EA,6703.33,1,2358499.63
4500091025,00020,IT-3002,Network Switch 24-port,1020,IT,420.03,EA,5454.57,1,2291083.04
4500091025,00030,SPARE-5001,Turbine Blade Set,2010,SPARE,117.04,EA,6485.59,1,759073.45
4500091025,00040,SERV-6002,Cleaning Service Cycle,2010,SERV,270.68,EA,7708.79,1,2086615.28
4500091026,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,118.5,HR,4552.75,1,539500.88
4500091026,00020,FUEL-2001,Jet A-1 Fuel,2010,FUEL,487.92,L,7882.94,1,3846244.08
4500091027,00010,FUEL-2001,Jet A-1 Fuel,1010,FUEL,73.71,L,377.36,1,27815.21
4500091027,00020,MRO-1001,Hydraulic Pump Assembly,1010,MRO,93.37,EA,1422.32,1,132802.02
4500091028,00010,MRO-1001,Hydraulic Pump Assembly,2010,MRO,455.11,EA,4073.23,1,1853767.71
4500091029,00010,IT-3002,Network Switch 24-port,1010,IT,95.49,EA,3082.05,1,294304.95
4500091030,00010,SERV-6002,Cleaning Service Cycle,1020,SERV,255.66,EA,397.97,1,101745.01
4500091031,00010,SERV-6002,Cleaning Service Cycle,1010,SERV,158.88,EA,5416.72,1,860608.47
4500091031,00020,MRO-1001,Hydraulic Pump Assembly,1010,MRO,2.82,EA,5872.02,1,16559.1
4500091031,00030,SPARE-5002,Brake Disc Assembly,1010,SPARE,417.82,EA,3246.14,1,1356302.21
4500091031,00040,MRO-1001,Hydraulic Pump Assembly,1020,MRO,185.66,EA,6528.33,1,1212049.75
4500091032,00010,SPARE-5001,Turbine Blade Set,1020,SPARE,486.25,EA,5354.17,1,2603465.16
4500091032,00020,IT-3002,Network Switch 24-port,2010,IT,46.92,EA,124.07,1,5821.36
4500091032,00030,SPARE-5001,Turbine Blade Set,1010,SPARE,458.15,EA,2406.74,1,1102647.93
4500091032,00040,MRO-1002,Landing Gear Bushing,1010,MRO,352.34,EA,7136.64,1,2514523.74
4500091033,00010,MRO-1001,Hydraulic Pump Assembly,2010,MRO,261.87,EA,140.05,1,36674.89
4500091033,00020,IT-3001,Ruggedized Laptop,1020,IT,215.52,EA,4394.91,1,947191.0
4500091033,00030,SERV-6001,Ground Handling Labor Hr,2010,SERV,71.27,HR,4283.68,1,305297.87
4500091033,00040,SERV-6002,Cleaning Service Cycle,2010,SERV,311.29,EA,1291.26,1,401956.33
4500091034,00010,OFFC-4001,Printer Toner Cartridge,1020,OFFC,16.29,EA,6426.75,1,104691.76
4500091035,00010,MRO-1001,Hydraulic Pump Assembly,2010,MRO,471.69,EA,1078.95,1,508929.93
4500091035,00020,OFFC-4001,Printer Toner Cartridge,2010,OFFC,227.82,EA,7707.87,1,1756006.94
4500091036,00010,FUEL-2001,Jet A-1 Fuel,1020,FUEL,470.43,L,6276.04,1,2952437.5
4500091036,00020,OFFC-4001,Printer Toner Cartridge,1010,OFFC,255.74,EA,7772.69,1,1987787.74
4500091036,00030,SPARE-5002,Brake Disc Assembly,1010,SPARE,243.84,EA,2340.48,1,570702.64
4500091037,00010,IT-3002,Network Switch 24-port,1020,IT,46.86,EA,5707.91,1,267472.66
4500091037,00020,FUEL-2001,Jet A-1 Fuel,1010,FUEL,218.44,L,1432.67,1,312952.43
4500091038,00010,IT-3002,Network Switch 24-port,2010,IT,458.21,EA,859.78,1,393959.79
4500091038,00020,OFFC-4001,Printer Toner Cartridge,1010,OFFC,340.83,EA,2995.33,1,1020898.32
4500091038,00030,OFFC-4001,Printer Toner Cartridge,1010,OFFC,218.12,EA,4056.26,1,884751.43
4500091039,00010,MRO-1002,Landing Gear Bushing,2010,MRO,316.43,EA,1772.07,1,560736.11
4500091040,00010,IT-3002,Network Switch 24-port,1010,IT,423.96,EA,3770.62,1,1598592.06
4500091040,00020,SERV-6001,Ground Handling Labor Hr,1020,SERV,82.31,HR,4488.72,1,369466.54
4500091041,00010,IT-3002,Network Switch 24-port,1010,IT,358.82,EA,1938.16,1,695450.57
4500091041,00020,SPARE-5001,Turbine Blade Set,2010,SPARE,37.17,EA,7533.95,1,280036.92
4500091042,00010,MRO-1002,Landing Gear Bushing,2010,MRO,287.61,EA,7798.3,1,2242869.06
4500091043,00010,MRO-1001,Hydraulic Pump Assembly,1020,MRO,372.19,EA,1834.75,1,682875.6
4500091044,00010,SERV-6002,Cleaning Service Cycle,1020,SERV,157.64,EA,137.35,1,21651.85
4500091044,00020,IT-3002,Network Switch 24-port,2010,IT,453.12,EA,6643.22,1,3010175.85
4500091044,00030,MRO-1002,Landing Gear Bushing,1020,MRO,438.75,EA,4600.54,1,2018486.93
4500091044,00040,SERV-6001,Ground Handling Labor Hr,1010,SERV,355.98,HR,5599.03,1,1993142.7
4500091045,00010,OFFC-4001,Printer Toner Cartridge,1020,OFFC,66.62,EA,2071.58,1,138008.66
4500091045,00020,MRO-1002,Landing Gear Bushing,2010,MRO,207.3,EA,5866.97,1,1216222.88
4500091045,00030,SERV-6001,Ground Handling Labor Hr,1010,SERV,462.92,HR,7819.69,1,3619890.89
4500091045,00040,IT-3002,Network Switch 24-port,2010,IT,405.66,EA,679.49,1,275641.91
4500091046,00010,IT-3001,Ruggedized Laptop,1020,IT,342.62,EA,568.39,1,194741.78
4500091046,00020,IT-3001,Ruggedized Laptop,2010,IT,485.44,EA,6273.7,1,3045504.93
4500091046,00030,OFFC-4001,Printer Toner Cartridge,1010,OFFC,219.49,EA,4201.66,1,922222.35
4500091046,00040,OFFC-4001,Printer Toner Cartridge,2010,OFFC,435.81,EA,1228.04,1,535192.11
4500091047,00010,IT-3001,Ruggedized Laptop,2010,IT,294.55,EA,1767.85,1,520720.22
4500091047,00020,IT-3002,Network Switch 24-port,2010,IT,445.61,EA,7448.97,1,3319335.52
4500091047,00030,IT-3001,Ruggedized Laptop,1020,IT,274.03,EA,7742.03,1,2121548.48
4500091047,00040,IT-3001,Ruggedized Laptop,2010,IT,191.93,EA,7851.55,1,1506947.99
4500091048,00010,SPARE-5002,Brake Disc Assembly,1020,SPARE,463.58,EA,5643.41,1,2616172.01
4500091048,00020,OFFC-4001,Printer Toner Cartridge,1010,OFFC,225.04,EA,2697.8,1,607112.91
4500091048,00030,OFFC-4001,Printer Toner Cartridge,2010,OFFC,480.5,EA,1292.46,1,621027.03
4500091048,00040,FUEL-2001,Jet A-1 Fuel,1010,FUEL,364.86,L,97.67,1,35635.88
4500091049,00010,SERV-6002,Cleaning Service Cycle,1010,SERV,51.76,EA,1883.9,1,97510.66
4500091050,00010,SPARE-5002,Brake Disc Assembly,2010,SPARE,341.31,EA,450.79,1,153859.13
4500091050,00020,FUEL-2001,Jet A-1 Fuel,2010,FUEL,84.93,L,209.87,1,17824.26
4500091050,00030,SERV-6002,Cleaning Service Cycle,1020,SERV,186.1,EA,1885.79,1,350945.52
4500091051,00010,SPARE-5002,Brake Disc Assembly,2010,SPARE,450.66,EA,6283.77,1,2831843.79
4500091051,00020,OFFC-4001,Printer Toner Cartridge,1010,OFFC,436.09,EA,494.98,1,215855.83
4500091052,00010,FUEL-2001,Jet A-1 Fuel,2010,FUEL,453.35,L,2789.26,1,1264511.02
4500091052,00020,SERV-6002,Cleaning Service Cycle,2010,SERV,130.56,EA,5077.06,1,662860.95
4500091053,00010,FUEL-2001,Jet A-1 Fuel,1020,FUEL,232.38,L,4414.94,1,1025943.76
4500091053,00020,SERV-6002,Cleaning Service Cycle,1010,SERV,337.36,EA,5158.43,1,1740247.94
4500091054,00010,MRO-1001,Hydraulic Pump Assembly,1010,MRO,102.43,EA,7180.15,1,735462.76
4500091054,00020,MRO-1001,Hydraulic Pump Assembly,1010,MRO,139.44,EA,1025.93,1,143055.68
4500091054,00030,IT-3001,Ruggedized Laptop,2010,IT,214.78,EA,4061.73,1,872378.37
4500091055,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,180.23,HR,6084.52,1,1096613.04
4500091055,00020,OFFC-4001,Printer Toner Cartridge,1010,OFFC,343.33,EA,2736.93,1,939670.18
4500091056,00010,SPARE-5001,Turbine Blade Set,2010,SPARE,286.03,EA,7544.38,1,2157919.01
4500091057,00010,SPARE-5002,Brake Disc Assembly,1010,SPARE,250.98,EA,5561.22,1,1395755.0
4500091057,00020,IT-3001,Ruggedized Laptop,1020,IT,331.44,EA,4570.8,1,1514945.95
4500091058,00010,SPARE-5002,Brake Disc Assembly,1010,SPARE,189.11,EA,6787.57,1,1283597.36
4500091058,00020,OFFC-4001,Printer Toner Cartridge,2010,OFFC,164.72,EA,1759.37,1,289803.43
4500091058,00030,OFFC-4001,Printer Toner Cartridge,1010,OFFC,414.39,EA,601.57,1,249284.59
4500091058,00040,SPARE-5001,Turbine Blade Set,1020,SPARE,157.24,EA,1057.46,1,166275.01
4500091059,00010,SERV-6002,Cleaning Service Cycle,1010,SERV,351.53,EA,1212.62,1,426272.31
4500091059,00020,IT-3002,Network Switch 24-port,1010,IT,166.18,EA,780.09,1,129635.36
4500091060,00010,SERV-6001,Ground Handling Labor Hr,1020,SERV,278.34,HR,3323.76,1,925135.36
4500091061,00010,FUEL-2001,Jet A-1 Fuel,2010,FUEL,308.52,L,71.83,1,22160.99
4500091061,00020,OFFC-4001,Printer Toner Cartridge,1020,OFFC,478.89,EA,7389.77,1,3538886.96
4500091062,00010,FUEL-2001,Jet A-1 Fuel,1020,FUEL,297.12,L,4756.9,1,1413370.13
4500091063,00010,FUEL-2001,Jet A-1 Fuel,1010,FUEL,229.33,L,2842.71,1,651918.68
4500091064,00010,MRO-1002,Landing Gear Bushing,1010,MRO,400.78,EA,6737.99,1,2700451.63
4500091065,00010,SERV-6002,Cleaning Service Cycle,1020,SERV,363.05,EA,1383.92,1,502432.16
4500091066,00010,SPARE-5001,Turbine Blade Set,1020,SPARE,54.1,EA,914.28,1,49462.55
4500091067,00010,FUEL-2001,Jet A-1 Fuel,2010,FUEL,352.28,L,771.69,1,271850.95
4500091067,00020,SERV-6001,Ground Handling Labor Hr,1020,SERV,23.18,HR,421.74,1,9775.93
4500091067,00030,IT-3001,Ruggedized Laptop,2010,IT,239.9,EA,6129.39,1,1470440.66
4500091067,00040,SERV-6002,Cleaning Service Cycle,1020,SERV,429.18,EA,556.01,1,238628.37
4500091068,00010,IT-3002,Network Switch 24-port,2010,IT,433.25,EA,5265.71,1,2281368.86
4500091068,00020,FUEL-2001,Jet A-1 Fuel,1010,FUEL,84.89,L,6036.86,1,512469.05
4500091068,00030,MRO-1001,Hydraulic Pump Assembly,2010,MRO,27.93,EA,4418.57,1,123410.66
4500091069,00010,IT-3002,Network Switch 24-port,1020,IT,45.25,EA,2244.38,1,101558.2
4500091070,00010,MRO-1001,Hydraulic Pump Assembly,2010,MRO,336.89,EA,5891.04,1,1984632.47
4500091070,00020,MRO-1001,Hydraulic Pump Assembly,1010,MRO,64.66,EA,5079.67,1,328451.46
4500091071,00010,OFFC-4001,Printer Toner Cartridge,1010,OFFC,425.39,EA,1034.99,1,440274.4
4500091071,00020,IT-3001,Ruggedized Laptop,1010,IT,187.09,EA,1567.83,1,293325.31
4500091071,00030,SERV-6001,Ground Handling Labor Hr,1010,SERV,47.67,HR,2697.01,1,128566.47
4500091071,00040,SPARE-5001,Turbine Blade Set,2010,SPARE,127.48,EA,1592.39,1,202997.88
4500091072,00010,SPARE-5001,Turbine Blade Set,2010,SPARE,451.64,EA,785.71,1,354858.06
4500091072,00020,IT-3001,Ruggedized Laptop,1010,IT,66.88,EA,586.88,1,39250.53
4500091072,00030,FUEL-2001,Jet A-1 Fuel,2010,FUEL,495.34,L,735.48,1,364312.66
4500091073,00010,SERV-6002,Cleaning Service Cycle,1010,SERV,374.79,EA,4256.47,1,1595282.39
4500091073,00020,MRO-1001,Hydraulic Pump Assembly,2010,MRO,132.57,EA,6740.33,1,893565.55
4500091074,00010,IT-3001,Ruggedized Laptop,1010,IT,469.5,EA,3370.0,1,1582215.0
4500091075,00010,SPARE-5001,Turbine Blade Set,1010,SPARE,117.7,EA,3164.13,1,372418.1
4500091076,00010,IT-3002,Network Switch 24-port,1020,IT,150.95,EA,308.7,1,46598.26
4500091076,00020,SPARE-5001,Turbine Blade Set,2010,SPARE,489.87,EA,5485.17,1,2687020.23
4500091076,00030,IT-3001,Ruggedized Laptop,1020,IT,358.92,EA,4549.07,1,1632752.2
4500091077,00010,FUEL-2001,Jet A-1 Fuel,1010,FUEL,193.28,L,3482.04,1,673008.69
4500091077,00020,MRO-1002,Landing Gear Bushing,1010,MRO,148.46,EA,1191.93,1,176953.93
4500091078,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,425.23,HR,5097.13,1,2167452.59
4500091079,00010,MRO-1002,Landing Gear Bushing,1020,MRO,329.35,EA,4575.73,1,1507016.68
4500091079,00020,IT-3002,Network Switch 24-port,1010,IT,111.08,EA,4486.45,1,498354.87
4500091079,00030,FUEL-2001,Jet A-1 Fuel,1020,FUEL,360.36,L,7700.0,1,2774772.0
4500091080,00010,IT-3001,Ruggedized Laptop,1010,IT,131.11,EA,1634.41,1,214287.5
4500091080,00020,IT-3001,Ruggedized Laptop,1020,IT,39.7,EA,5657.12,1,224587.66
4500091081,00010,SPARE-5002,Brake Disc Assembly,2010,SPARE,389.4,EA,3135.43,1,1220936.44
4500091081,00020,SERV-6002,Cleaning Service Cycle,1020,SERV,337.89,EA,4005.05,1,1353266.34
4500091081,00030,SPARE-5001,Turbine Blade Set,1020,SPARE,293.83,EA,7161.42,1,2104240.04
4500091082,00010,IT-3002,Network Switch 24-port,2010,IT,197.12,EA,7450.92,1,1468725.35
4500091082,00020,SERV-6001,Ground Handling Labor Hr,1020,SERV,191.77,HR,6459.01,1,1238644.35
4500091082,00030,IT-3001,Ruggedized Laptop,1010,IT,453.07,EA,1029.26,1,466326.83
4500091082,00040,OFFC-4001,Printer Toner Cartridge,2010,OFFC,143.49,EA,196.57,1,28205.83
4500091083,00010,SERV-6002,Cleaning Service Cycle,1020,SERV,72.16,EA,6296.49,1,454354.72
4500091083,00020,SERV-6002,Cleaning Service Cycle,1020,SERV,191.26,EA,2430.65,1,464886.12
4500091083,00030,FUEL-2001,Jet A-1 Fuel,1010,FUEL,57.31,L,7382.65,1,423099.67
4500091083,00040,SPARE-5002,Brake Disc Assembly,1010,SPARE,435.19,EA,2223.95,1,967840.8
4500091084,00010,IT-3002,Network Switch 24-port,1010,IT,325.68,EA,4676.5,1,1523042.52
4500091085,00010,SPARE-5002,Brake Disc Assembly,1020,SPARE,283.72,EA,1775.69,1,503798.77
4500091086,00010,FUEL-2001,Jet A-1 Fuel,2010,FUEL,466.03,L,653.62,1,304606.53
4500091086,00020,SERV-6001,Ground Handling Labor Hr,2010,SERV,223.87,HR,7330.88,1,1641164.11
4500091087,00010,SERV-6001,Ground Handling Labor Hr,2010,SERV,398.96,HR,2092.9,1,834983.38
4500091087,00020,SPARE-5002,Brake Disc Assembly,2010,SPARE,25.26,EA,3987.82,1,100732.33
4500091087,00030,FUEL-2001,Jet A-1 Fuel,2010,FUEL,434.98,L,7471.4,1,3249909.57
4500091087,00040,MRO-1001,Hydraulic Pump Assembly,1020,MRO,346.06,EA,3299.16,1,1141707.31
4500091088,00010,OFFC-4001,Printer Toner Cartridge,1010,OFFC,203.96,EA,1575.93,1,321426.68
4500091088,00020,MRO-1002,Landing Gear Bushing,1010,MRO,140.05,EA,514.32,1,72030.52
4500091088,00030,OFFC-4001,Printer Toner Cartridge,2010,OFFC,407.83,EA,6513.1,1,2656237.57
4500091088,00040,MRO-1002,Landing Gear Bushing,1020,MRO,13.27,EA,7489.69,1,99388.19
4500091089,00010,FUEL-2001,Jet A-1 Fuel,1020,FUEL,33.79,L,1506.74,1,50912.74
4500091089,00020,IT-3001,Ruggedized Laptop,1020,IT,60.84,EA,231.23,1,14068.03
4500091090,00010,FUEL-2001,Jet A-1 Fuel,1010,FUEL,454.31,L,1603.71,1,728581.49
4500091090,00020,SPARE-5001,Turbine Blade Set,1010,SPARE,311.59,EA,2821.49,1,879148.07
4500091090,00030,SERV-6001,Ground Handling Labor Hr,2010,SERV,388.01,HR,1424.56,1,552743.53
4500091090,00040,MRO-1001,Hydraulic Pump Assembly,2010,MRO,300.87,EA,1508.17,1,453763.11
4500091091,00010,IT-3001,Ruggedized Laptop,2010,IT,75.03,EA,1223.19,1,91775.95
4500091091,00020,SPARE-5002,Brake Disc Assembly,2010,SPARE,114.19,EA,4935.27,1,563558.48
4500091092,00010,IT-3001,Ruggedized Laptop,1010,IT,65.47,EA,3397.35,1,222424.5
4500091092,00020,SERV-6001,Ground Handling Labor Hr,1020,SERV,175.65,HR,297.37,1,52233.04
4500091092,00030,MRO-1002,Landing Gear Bushing,1020,MRO,453.79,EA,4418.79,1,2005202.71
4500091093,00010,SPARE-5001,Turbine Blade Set,1010,SPARE,20.25,EA,132.99,1,2693.05
4500091093,00020,FUEL-2001,Jet A-1 Fuel,2010,FUEL,198.82,L,2846.68,1,565976.92
4500091094,00010,SERV-6001,Ground Handling Labor Hr,1020,SERV,429.91,HR,6239.22,1,2682303.07
4500091094,00020,IT-3001,Ruggedized Laptop,1010,IT,162.83,EA,6034.94,1,982669.28
4500091094,00030,FUEL-2001,Jet A-1 Fuel,1010,FUEL,105.7,L,7759.52,1,820181.26
4500091095,00010,FUEL-2001,Jet A-1 Fuel,2010,FUEL,173.71,L,7923.31,1,1376358.18
4500091095,00020,SERV-6002,Cleaning Service Cycle,2010,SERV,77.99,EA,6529.18,1,509210.75
4500091095,00030,FUEL-2001,Jet A-1 Fuel,1020,FUEL,90.14,L,7667.67,1,691163.77
4500091096,00010,IT-3001,Ruggedized Laptop,2010,IT,416.72,EA,5090.75,1,2121417.34
4500091096,00020,SPARE-5002,Brake Disc Assembly,2010,SPARE,432.38,EA,1972.24,1,852757.13
4500091096,00030,MRO-1002,Landing Gear Bushing,2010,MRO,266.25,EA,2187.02,1,582294.07
4500091096,00040,SPARE-5002,Brake Disc Assembly,1010,SPARE,138.61,EA,6624.83,1,918267.69
4500091097,00010,MRO-1001,Hydraulic Pump Assembly,1020,MRO,444.35,EA,592.46,1,263259.6
4500091097,00020,FUEL-2001,Jet A-1 Fuel,1020,FUEL,201.25,L,477.51,1,96098.89
4500091098,00010,IT-3002,Network Switch 24-port,1020,IT,395.59,EA,379.36,1,150071.02
4500091098,00020,IT-3002,Network Switch 24-port,2010,IT,284.77,EA,6398.27,1,1822035.35
4500091098,00030,MRO-1002,Landing Gear Bushing,2010,MRO,184.78,EA,3436.39,1,634976.14
4500091099,00010,SERV-6002,Cleaning Service Cycle,2010,SERV,466.74,EA,748.77,1,349480.91
4500091100,00010,FUEL-2001,Jet A-1 Fuel,1010,FUEL,31.04,L,6431.36,1,199629.41
4500091100,00020,MRO-1001,Hydraulic Pump Assembly,1010,MRO,127.56,EA,3488.08,1,444939.48
4500091100,00030,MRO-1001,Hydraulic Pump Assembly,1020,MRO,36.49,EA,6937.68,1,253155.94
4500091101,00010,SERV-6002,Cleaning Service Cycle,2010,SERV,122.58,EA,5737.29,1,703277.01
4500091101,00020,SPARE-5001,Turbine Blade Set,1020,SPARE,231.92,EA,4540.91,1,1053127.85
4500091102,00010,SPARE-5002,Brake Disc Assembly,2010,SPARE,446.7,EA,1865.97,1,833528.8
4500091102,00020,FUEL-2001,Jet A-1 Fuel,2010,FUEL,66.79,L,5223.23,1,348859.53
4500091102,00030,MRO-1001,Hydraulic Pump Assembly,2010,MRO,230.73,EA,2726.17,1,629009.2
4500091102,00040,SERV-6001,Ground Handling Labor Hr,2010,SERV,267.85,HR,3811.73,1,1020971.88
4500091103,00010,SPARE-5001,Turbine Blade Set,2010,SPARE,165.08,EA,1523.24,1,251456.46
4500091104,00010,FUEL-2001,Jet A-1 Fuel,1010,FUEL,61.4,L,572.64,1,35160.1
4500091105,00010,SPARE-5002,Brake Disc Assembly,1010,SPARE,4.44,EA,418.53,1,1858.27
4500091105,00020,SPARE-5001,Turbine Blade Set,1020,SPARE,484.12,EA,3724.85,1,1803274.38
4500091105,00030,IT-3002,Network Switch 24-port,1020,IT,272.83,EA,6104.87,1,1665591.68
4500091106,00010,SPARE-5001,Turbine Blade Set,1010,SPARE,445.37,EA,3424.51,1,1525174.02
4500091106,00020,IT-3002,Network Switch 24-port,1020,IT,429.09,EA,283.55,1,121668.47
4500091107,00010,IT-3002,Network Switch 24-port,1020,IT,282.96,EA,4939.34,1,1397635.65
4500091107,00020,SPARE-5002,Brake Disc Assembly,2010,SPARE,40.46,EA,7064.2,1,285817.53
4500091107,00030,OFFC-4001,Printer Toner Cartridge,1010,OFFC,69.54,EA,5573.64,1,387590.93
4500091107,00040,OFFC-4001,Printer Toner Cartridge,2010,OFFC,103.74,EA,5563.88,1,577196.91
4500091108,00010,SPARE-5001,Turbine Blade Set,1010,SPARE,337.54,EA,3424.0,1,1155736.96
4500091108,00020,MRO-1002,Landing Gear Bushing,2010,MRO,426.81,EA,4920.37,1,2100063.12
4500091108,00030,SERV-6002,Cleaning Service Cycle,1020,SERV,425.12,EA,6727.16,1,2859850.26
4500091108,00040,SERV-6002,Cleaning Service Cycle,1020,SERV,197.34,EA,7382.37,1,1456836.9
4500091109,00010,IT-3002,Network Switch 24-port,1020,IT,393.0,EA,6337.82,1,2490763.26
4500091109,00020,SERV-6002,Cleaning Service Cycle,2010,SERV,61.53,EA,4563.7,1,280804.46
4500091109,00030,SERV-6002,Cleaning Service Cycle,2010,SERV,123.05,EA,4867.54,1,598950.8
4500091110,00010,IT-3002,Network Switch 24-port,2010,IT,9.57,EA,6077.38,1,58160.53
4500091110,00020,SERV-6001,Ground Handling Labor Hr,2010,SERV,86.5,HR,1811.74,1,156715.51
4500091110,00030,OFFC-4001,Printer Toner Cartridge,2010,OFFC,250.75,EA,1043.86,1,261747.89
4500091110,00040,SPARE-5002,Brake Disc Assembly,2010,SPARE,362.05,EA,1763.84,1,638598.27
4500091111,00010,MRO-1001,Hydraulic Pump Assembly,1020,MRO,498.86,EA,6086.79,1,3036456.06
4500091112,00010,IT-3002,Network Switch 24-port,1010,IT,449.72,EA,4158.21,1,1870030.2
4500091112,00020,IT-3002,Network Switch 24-port,1020,IT,315.52,EA,6279.26,1,1981232.12
4500091112,00030,OFFC-4001,Printer Toner Cartridge,1010,OFFC,236.84,EA,4693.13,1,1111520.91
4500091113,00010,SPARE-5001,Turbine Blade Set,2010,SPARE,464.52,EA,1204.09,1,559323.89
4500091113,00020,IT-3001,Ruggedized Laptop,1010,IT,283.72,EA,6587.22,1,1868926.06
4500091113,00030,OFFC-4001,Printer Toner Cartridge,1010,OFFC,54.21,EA,6234.71,1,337983.63
4500091114,00010,SPARE-5002,Brake Disc Assembly,1020,SPARE,481.96,EA,4451.91,1,2145642.54
4500091114,00020,MRO-1002,Landing Gear Bushing,1010,MRO,461.43,EA,4883.68,1,2253476.46
4500091114,00030,IT-3002,Network Switch 24-port,1010,IT,353.2,EA,4429.35,1,1564446.42
4500091115,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,275.81,HR,403.5,1,111289.34
4500091115,00020,IT-3002,Network Switch 24-port,1020,IT,445.23,EA,1540.14,1,685716.53
4500091116,00010,IT-3002,Network Switch 24-port,2010,IT,92.37,EA,3264.49,1,301540.94
4500091116,00020,MRO-1002,Landing Gear Bushing,1020,MRO,10.34,EA,1871.29,1,19349.14
